
Generated transport data: t (600,), x (256,), usol (600, 256), c=40.0
Domain: x in [0.0, 6.283185307179586], t in [0.0, 1.0]
Constraint dimension M_CON = 1200
Fixed damping lambda = 1.0e-04
Residual scaling: (u_t + c*u_x)/sqrt(1+c^2)
Jitter: kind=gaussian, sigma_x=1.0e-04, sigma_t=0.0e+00
Derivative periodic BC: deleted. Constraint blocks: PDE=900, BC=100, IC=200
  iter |        obj |     pdeMSE |       feas |       PDE |        BC |        IC |      stat |     alpha |   stepInf |      lam |       kkt |     relL2
--------------------------------------------------------------------------------------------------------------------------------------------------------
    10 |  1.030e-01 |  1.027e-02 |  1.181e-01 |  1.02e-01 |  2.90e-01 |  7.87e-01 |  1.47e+01 |  4.60e-04 |  6.76e-03 |  1.0e-04 |  3.53e-09 |  1.02e+00
    20 |  1.007e-01 |  1.005e-02 |  1.169e-01 |  1.01e-01 |  2.87e-01 |  7.84e-01 |  1.81e+01 |  4.92e-04 |  8.92e-03 |  1.0e-04 |  2.63e-09 |  1.02e+00
    30 |  9.914e-02 |  9.902e-03 |  1.159e-01 |  1.01e-01 |  2.85e-01 |  7.81e-01 |  1.96e+01 |  4.79e-04 |  9.38e-03 |  1.0e-04 |  3.98e-09 |  1.02e+00
    40 |  9.806e-02 |  9.797e-03 |  1.148e-01 |  1.00e-01 |  2.83e-01 |  7.77e-01 |  1.70e+01 |  5.14e-04 |  8.72e-03 |  1.0e-04 |  1.68e-09 |  1.02e+00
    50 |  9.719e-02 |  9.709e-03 |  1.135e-01 |  9.95e-02 |  2.82e-01 |  7.73e-01 |  1.84e+01 |  6.07e-04 |  1.11e-02 |  1.0e-04 |  2.23e-09 |  1.02e+00
    60 |  9.622e-02 |  9.611e-03 |  1.121e-01 |  9.90e-02 |  2.81e-01 |  7.67e-01 |  1.82e+01 |  6.52e-04 |  1.19e-02 |  1.0e-04 |  2.35e-09 |  1.02e+00
    70 |  9.509e-02 |  9.496e-03 |  1.103e-01 |  9.84e-02 |  2.80e-01 |  7.61e-01 |  1.69e+01 |  8.48e-04 |  1.44e-02 |  1.0e-04 |  2.47e-09 |  1.02e+00
    80 |  9.343e-02 |  9.319e-03 |  1.082e-01 |  9.75e-02 |  2.78e-01 |  7.53e-01 |  1.56e+01 |  1.10e-03 |  1.73e-02 |  1.0e-04 |  2.02e-09 |  1.02e+00
    90 |  9.027e-02 |  8.987e-03 |  1.052e-01 |  9.57e-02 |  2.74e-01 |  7.43e-01 |  1.28e+01 |  1.58e-03 |  2.02e-02 |  1.0e-04 |  2.08e-09 |  1.02e+00
   100 |  8.435e-02 |  8.330e-03 |  9.934e-02 |  9.22e-02 |  2.65e-01 |  7.23e-01 |  6.63e+00 |  4.02e-03 |  2.67e-02 |  1.0e-04 |  2.01e-09 |  1.01e+00
   110 |  7.459e-02 |  7.402e-03 |  8.990e-02 |  8.69e-02 |  2.48e-01 |  6.89e-01 |  5.28e+00 |  4.34e-03 |  2.29e-02 |  1.0e-04 |  1.99e-09 |  1.00e+00
   120 |  6.689e-02 |  6.582e-03 |  8.056e-02 |  8.20e-02 |  2.42e-01 |  6.51e-01 |  3.44e+00 |  7.55e-03 |  2.60e-02 |  1.0e-04 |  1.78e-09 |  9.87e-01
   130 |  5.158e-02 |  4.916e-03 |  6.109e-02 |  7.09e-02 |  2.02e-01 |  5.69e-01 |  2.72e+00 |  1.92e-02 |  5.23e-02 |  1.0e-04 |  1.79e-09 |  9.42e-01
   140 |  3.530e-02 |  3.445e-03 |  4.486e-02 |  5.94e-02 |  1.60e-01 |  4.90e-01 |  2.50e+00 |  1.17e-02 |  2.93e-02 |  1.0e-04 |  1.76e-09 |  8.96e-01
   150 |  2.627e-02 |  2.532e-03 |  3.337e-02 |  5.09e-02 |  1.31e-01 |  4.24e-01 |  2.14e+00 |  1.69e-02 |  3.61e-02 |  1.0e-04 |  1.72e-09 |  8.38e-01
   160 |  2.062e-02 |  2.042e-03 |  2.594e-02 |  4.57e-02 |  9.98e-02 |  3.76e-01 |  3.05e+00 |  8.51e-03 |  2.59e-02 |  1.0e-04 |  1.36e-09 |  7.93e-01
   170 |  1.935e-02 |  1.928e-03 |  2.306e-02 |  4.44e-02 |  9.22e-02 |  3.54e-01 |  3.81e+00 |  5.20e-03 |  1.98e-02 |  1.0e-04 |  1.86e-09 |  7.67e-01
   180 |  1.875e-02 |  1.868e-03 |  2.125e-02 |  4.36e-02 |  9.02e-02 |  3.39e-01 |  3.95e+00 |  4.65e-03 |  1.83e-02 |  1.0e-04 |  1.07e-09 |  7.42e-01
   190 |  1.757e-02 |  1.734e-03 |  1.895e-02 |  4.20e-02 |  8.96e-02 |  3.19e-01 |  2.80e+00 |  8.92e-03 |  2.49e-02 |  1.0e-04 |  4.51e-10 |  7.02e-01
   200 |  1.279e-02 |  1.198e-03 |  1.284e-02 |  3.49e-02 |  7.74e-02 |  2.62e-01 |  1.36e+00 |  3.67e-02 |  4.99e-02 |  1.0e-04 |  4.72e-10 |  5.70e-01
   210 |  3.514e-03 |  2.692e-04 |  2.600e-03 |  1.66e-02 |  5.29e-02 |  1.14e-01 |  6.80e-01 |  1.37e-01 |  9.34e-02 |  1.0e-04 |  2.34e-10 |  2.47e-01
   220 |  2.517e-05 |  1.622e-06 |  8.117e-06 |  1.22e-03 |  4.74e-03 |  5.55e-03 |  8.93e-02 |  2.90e-01 |  2.59e-02 |  1.0e-04 |  9.60e-11 |  1.18e-02
   230 |  2.126e-06 |  1.885e-07 |  3.005e-07 |  3.40e-04 |  1.11e-03 |  8.18e-04 |  4.55e-02 |  1.33e-01 |  6.07e-03 |  1.0e-04 |  9.13e-11 |  2.57e-03
   240 |  9.763e-07 |  9.370e-08 |  7.669e-08 |  2.00e-04 |  5.86e-04 |  3.29e-04 |  3.55e-02 |  6.75e-02 |  2.40e-03 |  1.0e-04 |  7.02e-11 |  1.63e-03
   250 |  7.242e-07 |  7.098e-08 |  4.050e-08 |  1.57e-04 |  4.30e-04 |  1.99e-04 |  3.15e-02 |  4.55e-02 |  1.43e-03 |  1.0e-04 |  6.99e-11 |  1.41e-03
   260 |  6.227e-07 |  6.158e-08 |  2.891e-08 |  1.39e-04 |  3.62e-04 |  1.46e-04 |  2.92e-02 |  3.07e-02 |  8.95e-04 |  1.0e-04 |  7.04e-11 |  1.32e-03
   270 |  5.680e-07 |  5.640e-08 |  2.364e-08 |  1.29e-04 |  3.27e-04 |  1.19e-04 |  2.77e-02 |  2.28e-02 |  6.29e-04 |  1.0e-04 |  7.39e-11 |  1.28e-03
   280 |  5.329e-07 |  5.302e-08 |  2.068e-08 |  1.22e-04 |  3.05e-04 |  1.03e-04 |  2.66e-02 |  1.86e-02 |  4.93e-04 |  1.0e-04 |  5.88e-11 |  1.25e-03
   290 |  5.080e-07 |  5.058e-08 |  1.879e-08 |  1.18e-04 |  2.90e-04 |  9.23e-05 |  2.57e-02 |  1.67e-02 |  4.29e-04 |  1.0e-04 |  5.70e-11 |  1.23e-03
   300 |  4.885e-07 |  4.867e-08 |  1.746e-08 |  1.14e-04 |  2.78e-04 |  8.51e-05 |  2.50e-02 |  1.50e-02 |  3.74e-04 |  1.0e-04 |  6.38e-11 |  1.22e-03
   310 |  4.725e-07 |  4.711e-08 |  1.646e-08 |  1.12e-04 |  2.70e-04 |  7.99e-05 |  2.44e-02 |  1.35e-02 |  3.28e-04 |  1.0e-04 |  6.19e-11 |  1.20e-03
   320 |  4.589e-07 |  4.578e-08 |  1.568e-08 |  1.09e-04 |  2.63e-04 |  7.59e-05 |  2.38e-02 |  1.21e-02 |  2.88e-04 |  1.0e-04 |  5.14e-11 |  1.19e-03
   330 |  4.475e-07 |  4.464e-08 |  1.505e-08 |  1.07e-04 |  2.57e-04 |  7.30e-05 |  2.33e-02 |  1.19e-02 |  2.79e-04 |  1.0e-04 |  6.64e-11 |  1.19e-03
   340 |  4.372e-07 |  4.363e-08 |  1.452e-08 |  1.06e-04 |  2.52e-04 |  7.06e-05 |  2.29e-02 |  1.07e-02 |  2.46e-04 |  1.0e-04 |  4.52e-11 |  1.18e-03
   350 |  4.282e-07 |  4.274e-08 |  1.408e-08 |  1.04e-04 |  2.48e-04 |  6.87e-05 |  2.25e-02 |  1.06e-02 |  2.39e-04 |  1.0e-04 |  7.17e-11 |  1.17e-03
   360 |  4.198e-07 |  4.190e-08 |  1.368e-08 |  1.03e-04 |  2.44e-04 |  6.72e-05 |  2.21e-02 |  1.05e-02 |  2.32e-04 |  1.0e-04 |  6.66e-11 |  1.17e-03
   370 |  4.119e-07 |  4.111e-08 |  1.331e-08 |  1.02e-04 |  2.41e-04 |  6.58e-05 |  2.17e-02 |  1.04e-02 |  2.26e-04 |  1.0e-04 |  5.46e-11 |  1.16e-03
   380 |  4.049e-07 |  4.042e-08 |  1.301e-08 |  1.01e-04 |  2.38e-04 |  6.49e-05 |  2.14e-02 |  9.36e-03 |  2.00e-04 |  1.0e-04 |  6.32e-11 |  1.15e-03
   390 |  3.984e-07 |  3.978e-08 |  1.273e-08 |  9.96e-05 |  2.35e-04 |  6.40e-05 |  2.11e-02 |  9.26e-03 |  1.95e-04 |  1.0e-04 |  5.31e-11 |  1.15e-03
   400 |  3.923e-07 |  3.917e-08 |  1.247e-08 |  9.86e-05 |  2.33e-04 |  6.32e-05 |  2.08e-02 |  9.17e-03 |  1.91e-04 |  1.0e-04 |  4.89e-11 |  1.15e-03
   410 |  3.864e-07 |  3.858e-08 |  1.222e-08 |  9.77e-05 |  2.30e-04 |  6.25e-05 |  2.05e-02 |  9.08e-03 |  1.86e-04 |  1.0e-04 |  4.92e-11 |  1.14e-03
   420 |  3.808e-07 |  3.803e-08 |  1.200e-08 |  9.68e-05 |  2.28e-04 |  6.20e-05 |  2.02e-02 |  8.99e-03 |  1.82e-04 |  1.0e-04 |  5.02e-11 |  1.14e-03
   430 |  3.754e-07 |  3.749e-08 |  1.178e-08 |  9.60e-05 |  2.26e-04 |  6.16e-05 |  1.99e-02 |  8.90e-03 |  1.78e-04 |  1.0e-04 |  5.96e-11 |  1.13e-03
   440 |  3.703e-07 |  3.698e-08 |  1.158e-08 |  9.52e-05 |  2.24e-04 |  6.11e-05 |  1.97e-02 |  8.82e-03 |  1.74e-04 |  1.0e-04 |  7.02e-11 |  1.13e-03
   450 |  3.654e-07 |  3.649e-08 |  1.139e-08 |  9.44e-05 |  2.22e-04 |  6.07e-05 |  1.94e-02 |  8.74e-03 |  1.70e-04 |  1.0e-04 |  4.58e-11 |  1.13e-03
   460 |  3.607e-07 |  3.602e-08 |  1.121e-08 |  9.36e-05 |  2.20e-04 |  6.04e-05 |  1.92e-02 |  8.66e-03 |  1.66e-04 |  1.0e-04 |  6.37e-11 |  1.12e-03
   470 |  3.561e-07 |  3.557e-08 |  1.103e-08 |  9.29e-05 |  2.18e-04 |  6.00e-05 |  1.89e-02 |  8.58e-03 |  1.63e-04 |  1.0e-04 |  6.50e-11 |  1.12e-03
   480 |  3.518e-07 |  3.514e-08 |  1.087e-08 |  9.22e-05 |  2.16e-04 |  5.97e-05 |  1.87e-02 |  8.50e-03 |  1.59e-04 |  1.0e-04 |  5.19e-11 |  1.12e-03
   490 |  3.476e-07 |  3.472e-08 |  1.071e-08 |  9.16e-05 |  2.14e-04 |  5.94e-05 |  1.85e-02 |  8.43e-03 |  1.56e-04 |  1.0e-04 |  5.80e-11 |  1.11e-03
   500 |  3.436e-07 |  3.432e-08 |  1.055e-08 |  9.09e-05 |  2.13e-04 |  5.92e-05 |  1.83e-02 |  8.36e-03 |  1.53e-04 |  1.0e-04 |  4.51e-11 |  1.11e-03
   510 |  3.397e-07 |  3.393e-08 |  1.041e-08 |  9.03e-05 |  2.11e-04 |  5.90e-05 |  1.81e-02 |  8.29e-03 |  1.50e-04 |  1.0e-04 |  5.29e-11 |  1.11e-03
   520 |  3.359e-07 |  3.355e-08 |  1.027e-08 |  8.97e-05 |  2.10e-04 |  5.87e-05 |  1.79e-02 |  8.22e-03 |  1.47e-04 |  1.0e-04 |  4.49e-11 |  1.10e-03
   530 |  3.323e-07 |  3.319e-08 |  1.013e-08 |  8.91e-05 |  2.08e-04 |  5.85e-05 |  1.77e-02 |  8.15e-03 |  1.44e-04 |  1.0e-04 |  5.39e-11 |  1.10e-03
   540 |  3.288e-07 |  3.284e-08 |  9.997e-09 |  8.85e-05 |  2.07e-04 |  5.83e-05 |  1.75e-02 |  8.08e-03 |  1.41e-04 |  1.0e-04 |  4.74e-11 |  1.10e-03
   550 |  3.254e-07 |  3.250e-08 |  9.871e-09 |  8.79e-05 |  2.05e-04 |  5.81e-05 |  1.73e-02 |  8.02e-03 |  1.39e-04 |  1.0e-04 |  5.25e-11 |  1.10e-03
   560 |  3.221e-07 |  3.218e-08 |  9.747e-09 |  8.74e-05 |  2.04e-04 |  5.79e-05 |  1.71e-02 |  7.96e-03 |  1.36e-04 |  1.0e-04 |  5.08e-11 |  1.09e-03
   570 |  3.189e-07 |  3.186e-08 |  9.627e-09 |  8.69e-05 |  2.02e-04 |  5.77e-05 |  1.69e-02 |  8.68e-03 |  1.47e-04 |  1.0e-04 |  5.66e-11 |  1.09e-03
   580 |  3.155e-07 |  3.152e-08 |  9.500e-09 |  8.63e-05 |  2.01e-04 |  5.76e-05 |  1.67e-02 |  8.62e-03 |  1.44e-04 |  1.0e-04 |  3.99e-11 |  1.09e-03
   590 |  3.123e-07 |  3.120e-08 |  9.377e-09 |  8.57e-05 |  1.99e-04 |  5.74e-05 |  1.65e-02 |  8.55e-03 |  1.41e-04 |  1.0e-04 |  5.72e-11 |  1.09e-03
   600 |  3.091e-07 |  3.088e-08 |  9.259e-09 |  8.52e-05 |  1.98e-04 |  5.72e-05 |  1.64e-02 |  8.49e-03 |  1.39e-04 |  1.0e-04 |  5.17e-11 |  1.08e-03
   610 |  3.061e-07 |  3.058e-08 |  9.144e-09 |  8.47e-05 |  1.97e-04 |  5.71e-05 |  1.62e-02 |  8.42e-03 |  1.36e-04 |  1.0e-04 |  5.04e-11 |  1.08e-03
   620 |  3.031e-07 |  3.028e-08 |  9.033e-09 |  8.42e-05 |  1.95e-04 |  5.69e-05 |  1.60e-02 |  8.36e-03 |  1.34e-04 |  1.0e-04 |  5.00e-11 |  1.08e-03
   630 |  3.003e-07 |  3.000e-08 |  8.924e-09 |  8.37e-05 |  1.94e-04 |  5.68e-05 |  1.58e-02 |  8.30e-03 |  1.31e-04 |  1.0e-04 |  4.46e-11 |  1.08e-03
   640 |  2.975e-07 |  2.972e-08 |  8.818e-09 |  8.32e-05 |  1.93e-04 |  5.66e-05 |  1.57e-02 |  8.24e-03 |  1.29e-04 |  1.0e-04 |  4.62e-11 |  1.07e-03
   650 |  2.948e-07 |  2.945e-08 |  8.715e-09 |  8.27e-05 |  1.91e-04 |  5.64e-05 |  1.55e-02 |  8.18e-03 |  1.27e-04 |  1.0e-04 |  5.39e-11 |  1.07e-03
   660 |  2.922e-07 |  2.919e-08 |  8.617e-09 |  8.23e-05 |  1.90e-04 |  5.63e-05 |  1.54e-02 |  8.12e-03 |  1.25e-04 |  1.0e-04 |  4.63e-11 |  1.07e-03
   670 |  2.897e-07 |  2.894e-08 |  8.519e-09 |  8.18e-05 |  1.89e-04 |  5.61e-05 |  1.52e-02 |  8.07e-03 |  1.23e-04 |  1.0e-04 |  5.64e-11 |  1.07e-03
   680 |  2.872e-07 |  2.870e-08 |  8.426e-09 |  8.14e-05 |  1.88e-04 |  5.60e-05 |  1.51e-02 |  8.01e-03 |  1.21e-04 |  1.0e-04 |  7.19e-11 |  1.06e-03
   690 |  2.848e-07 |  2.846e-08 |  8.334e-09 |  8.10e-05 |  1.86e-04 |  5.58e-05 |  1.49e-02 |  7.96e-03 |  1.19e-04 |  1.0e-04 |  5.82e-11 |  1.06e-03
   700 |  2.825e-07 |  2.823e-08 |  8.244e-09 |  8.06e-05 |  1.85e-04 |  5.56e-05 |  1.48e-02 |  7.91e-03 |  1.17e-04 |  1.0e-04 |  5.58e-11 |  1.06e-03
   710 |  2.803e-07 |  2.801e-08 |  8.157e-09 |  8.01e-05 |  1.84e-04 |  5.55e-05 |  1.47e-02 |  7.85e-03 |  1.15e-04 |  1.0e-04 |  4.68e-11 |  1.06e-03
   720 |  2.781e-07 |  2.779e-08 |  8.073e-09 |  7.97e-05 |  1.83e-04 |  5.54e-05 |  1.45e-02 |  7.80e-03 |  1.13e-04 |  1.0e-04 |  4.70e-11 |  1.06e-03
   730 |  2.760e-07 |  2.758e-08 |  7.991e-09 |  7.94e-05 |  1.82e-04 |  5.53e-05 |  1.44e-02 |  7.75e-03 |  1.12e-04 |  1.0e-04 |  5.45e-11 |  1.05e-03
   740 |  2.739e-07 |  2.737e-08 |  7.910e-09 |  7.90e-05 |  1.81e-04 |  5.51e-05 |  1.43e-02 |  7.70e-03 |  1.10e-04 |  1.0e-04 |  4.76e-11 |  1.05e-03
   750 |  2.719e-07 |  2.717e-08 |  7.831e-09 |  7.86e-05 |  1.80e-04 |  5.49e-05 |  1.41e-02 |  7.65e-03 |  1.08e-04 |  1.0e-04 |  4.51e-11 |  1.05e-03
   760 |  2.699e-07 |  2.698e-08 |  7.755e-09 |  7.82e-05 |  1.79e-04 |  5.48e-05 |  1.40e-02 |  7.61e-03 |  1.07e-04 |  1.0e-04 |  4.79e-11 |  1.05e-03
   770 |  2.680e-07 |  2.679e-08 |  7.679e-09 |  7.79e-05 |  1.78e-04 |  5.47e-05 |  1.39e-02 |  7.56e-03 |  1.05e-04 |  1.0e-04 |  4.94e-11 |  1.05e-03
   780 |  2.661e-07 |  2.659e-08 |  7.599e-09 |  7.75e-05 |  1.77e-04 |  5.45e-05 |  1.38e-02 |  8.26e-03 |  1.14e-04 |  1.0e-04 |  4.17e-11 |  1.05e-03
   790 |  2.641e-07 |  2.639e-08 |  7.521e-09 |  7.71e-05 |  1.75e-04 |  5.44e-05 |  1.37e-02 |  8.21e-03 |  1.12e-04 |  1.0e-04 |  4.25e-11 |  1.04e-03
   800 |  2.622e-07 |  2.620e-08 |  7.445e-09 |  7.68e-05 |  1.74e-04 |  5.42e-05 |  1.35e-02 |  8.16e-03 |  1.11e-04 |  1.0e-04 |  4.45e-11 |  1.04e-03
   810 |  2.603e-07 |  2.601e-08 |  7.370e-09 |  7.64e-05 |  1.73e-04 |  5.41e-05 |  1.34e-02 |  8.12e-03 |  1.09e-04 |  1.0e-04 |  5.16e-11 |  1.04e-03
   820 |  2.585e-07 |  2.583e-08 |  7.298e-09 |  7.61e-05 |  1.72e-04 |  5.39e-05 |  1.33e-02 |  8.07e-03 |  1.07e-04 |  1.0e-04 |  4.37e-11 |  1.04e-03
   830 |  2.567e-07 |  2.565e-08 |  7.226e-09 |  7.57e-05 |  1.71e-04 |  5.38e-05 |  1.32e-02 |  8.02e-03 |  1.06e-04 |  1.0e-04 |  4.70e-11 |  1.04e-03
   840 |  2.550e-07 |  2.548e-08 |  7.157e-09 |  7.54e-05 |  1.70e-04 |  5.37e-05 |  1.31e-02 |  7.97e-03 |  1.04e-04 |  1.0e-04 |  6.23e-11 |  1.04e-03
   850 |  2.533e-07 |  2.531e-08 |  7.089e-09 |  7.51e-05 |  1.69e-04 |  5.35e-05 |  1.30e-02 |  7.93e-03 |  1.03e-04 |  1.0e-04 |  4.70e-11 |  1.03e-03
   860 |  2.516e-07 |  2.515e-08 |  7.022e-09 |  7.47e-05 |  1.68e-04 |  5.34e-05 |  1.29e-02 |  7.88e-03 |  1.01e-04 |  1.0e-04 |  3.13e-11 |  1.03e-03
   870 |  2.500e-07 |  2.499e-08 |  6.958e-09 |  7.44e-05 |  1.67e-04 |  5.32e-05 |  1.28e-02 |  7.84e-03 |  1.00e-04 |  1.0e-04 |  4.41e-11 |  1.03e-03
   880 |  2.485e-07 |  2.483e-08 |  6.894e-09 |  7.41e-05 |  1.66e-04 |  5.31e-05 |  1.27e-02 |  7.80e-03 |  9.88e-05 |  1.0e-04 |  4.17e-11 |  1.03e-03
   890 |  2.470e-07 |  2.468e-08 |  6.832e-09 |  7.38e-05 |  1.65e-04 |  5.29e-05 |  1.26e-02 |  7.75e-03 |  9.75e-05 |  1.0e-04 |  3.96e-11 |  1.03e-03
   900 |  2.455e-07 |  2.453e-08 |  6.771e-09 |  7.35e-05 |  1.64e-04 |  5.28e-05 |  1.25e-02 |  7.71e-03 |  9.62e-05 |  1.0e-04 |  5.25e-11 |  1.03e-03
   910 |  2.440e-07 |  2.439e-08 |  6.711e-09 |  7.32e-05 |  1.63e-04 |  5.26e-05 |  1.24e-02 |  7.67e-03 |  9.50e-05 |  1.0e-04 |  3.85e-11 |  1.02e-03
   920 |  2.426e-07 |  2.425e-08 |  6.653e-09 |  7.30e-05 |  1.63e-04 |  5.25e-05 |  1.23e-02 |  7.63e-03 |  9.37e-05 |  1.0e-04 |  6.18e-11 |  1.02e-03
   930 |  2.412e-07 |  2.411e-08 |  6.597e-09 |  7.27e-05 |  1.62e-04 |  5.24e-05 |  1.22e-02 |  7.59e-03 |  9.26e-05 |  1.0e-04 |  4.44e-11 |  1.02e-03
   940 |  2.399e-07 |  2.398e-08 |  6.543e-09 |  7.24e-05 |  1.61e-04 |  5.23e-05 |  1.21e-02 |  7.55e-03 |  9.14e-05 |  1.0e-04 |  5.01e-11 |  1.02e-03
   950 |  2.386e-07 |  2.385e-08 |  6.487e-09 |  7.21e-05 |  1.60e-04 |  5.21e-05 |  1.20e-02 |  7.51e-03 |  9.03e-05 |  1.0e-04 |  3.82e-11 |  1.02e-03
   960 |  2.373e-07 |  2.372e-08 |  6.434e-09 |  7.19e-05 |  1.59e-04 |  5.21e-05 |  1.19e-02 |  7.47e-03 |  8.92e-05 |  1.0e-04 |  4.33e-11 |  1.02e-03
   970 |  2.360e-07 |  2.359e-08 |  6.381e-09 |  7.16e-05 |  1.58e-04 |  5.19e-05 |  1.19e-02 |  7.43e-03 |  8.81e-05 |  1.0e-04 |  4.25e-11 |  1.02e-03
   980 |  2.348e-07 |  2.347e-08 |  6.330e-09 |  7.14e-05 |  1.57e-04 |  5.17e-05 |  1.18e-02 |  7.39e-03 |  8.70e-05 |  1.0e-04 |  4.59e-11 |  1.01e-03
   990 |  2.336e-07 |  2.335e-08 |  6.281e-09 |  7.11e-05 |  1.57e-04 |  5.17e-05 |  1.17e-02 |  7.36e-03 |  8.60e-05 |  1.0e-04 |  7.18e-11 |  1.01e-03
  1000 |  2.325e-07 |  2.323e-08 |  6.231e-09 |  7.09e-05 |  1.56e-04 |  5.15e-05 |  1.16e-02 |  7.32e-03 |  8.50e-05 |  1.0e-04 |  3.99e-11 |  1.01e-03
  1010 |  2.313e-07 |  2.312e-08 |  6.183e-09 |  7.06e-05 |  1.55e-04 |  5.14e-05 |  1.15e-02 |  7.28e-03 |  8.40e-05 |  1.0e-04 |  5.96e-11 |  1.01e-03
  1020 |  2.302e-07 |  2.301e-08 |  6.136e-09 |  7.04e-05 |  1.54e-04 |  5.13e-05 |  1.15e-02 |  7.25e-03 |  8.31e-05 |  1.0e-04 |  5.15e-11 |  1.01e-03
  1030 |  2.291e-07 |  2.290e-08 |  6.090e-09 |  7.02e-05 |  1.53e-04 |  5.11e-05 |  1.14e-02 |  7.21e-03 |  8.21e-05 |  1.0e-04 |  5.25e-11 |  1.01e-03
  1040 |  2.280e-07 |  2.279e-08 |  6.044e-09 |  6.99e-05 |  1.53e-04 |  5.10e-05 |  1.13e-02 |  7.18e-03 |  8.12e-05 |  1.0e-04 |  4.55e-11 |  1.01e-03
  1050 |  2.270e-07 |  2.269e-08 |  5.999e-09 |  6.97e-05 |  1.52e-04 |  5.09e-05 |  1.12e-02 |  7.14e-03 |  8.03e-05 |  1.0e-04 |  4.52e-11 |  1.01e-03
  1060 |  2.259e-07 |  2.258e-08 |  5.957e-09 |  6.95e-05 |  1.51e-04 |  5.08e-05 |  1.12e-02 |  7.11e-03 |  7.94e-05 |  1.0e-04 |  5.02e-11 |  1.00e-03
  1070 |  2.249e-07 |  2.248e-08 |  5.912e-09 |  6.93e-05 |  1.50e-04 |  5.06e-05 |  1.11e-02 |  7.78e-03 |  8.64e-05 |  1.0e-04 |  4.01e-11 |  1.00e-03
  1080 |  2.239e-07 |  2.237e-08 |  5.867e-09 |  6.91e-05 |  1.50e-04 |  5.06e-05 |  1.10e-02 |  7.74e-03 |  8.54e-05 |  1.0e-04 |  4.05e-11 |  1.00e-03
  1090 |  2.228e-07 |  2.227e-08 |  5.822e-09 |  6.88e-05 |  1.49e-04 |  5.04e-05 |  1.10e-02 |  7.71e-03 |  8.45e-05 |  1.0e-04 |  4.35e-11 |  1.00e-03
  1100 |  2.217e-07 |  2.217e-08 |  5.778e-09 |  6.86e-05 |  1.48e-04 |  5.03e-05 |  1.09e-02 |  7.67e-03 |  8.35e-05 |  1.0e-04 |  3.37e-11 |  9.99e-04
  1110 |  2.207e-07 |  2.206e-08 |  5.734e-09 |  6.84e-05 |  1.47e-04 |  5.02e-05 |  1.08e-02 |  7.64e-03 |  8.26e-05 |  1.0e-04 |  3.76e-11 |  9.98e-04
  1120 |  2.197e-07 |  2.196e-08 |  5.691e-09 |  6.82e-05 |  1.47e-04 |  5.00e-05 |  1.07e-02 |  7.60e-03 |  8.17e-05 |  1.0e-04 |  3.94e-11 |  9.96e-04
  1130 |  2.188e-07 |  2.187e-08 |  5.649e-09 |  6.80e-05 |  1.46e-04 |  4.99e-05 |  1.07e-02 |  7.57e-03 |  8.08e-05 |  1.0e-04 |  3.30e-11 |  9.95e-04
  1140 |  2.178e-07 |  2.177e-08 |  5.608e-09 |  6.77e-05 |  1.45e-04 |  4.98e-05 |  1.06e-02 |  7.53e-03 |  8.00e-05 |  1.0e-04 |  3.72e-11 |  9.94e-04
  1150 |  2.169e-07 |  2.168e-08 |  5.568e-09 |  6.75e-05 |  1.44e-04 |  4.97e-05 |  1.05e-02 |  7.50e-03 |  7.91e-05 |  1.0e-04 |  4.25e-11 |  9.93e-04
  1160 |  2.160e-07 |  2.159e-08 |  5.529e-09 |  6.73e-05 |  1.44e-04 |  4.96e-05 |  1.05e-02 |  7.47e-03 |  7.83e-05 |  1.0e-04 |  4.20e-11 |  9.92e-04
  1170 |  2.151e-07 |  2.150e-08 |  5.490e-09 |  6.71e-05 |  1.43e-04 |  4.95e-05 |  1.04e-02 |  7.43e-03 |  7.75e-05 |  1.0e-04 |  3.59e-11 |  9.90e-04
  1180 |  2.142e-07 |  2.141e-08 |  5.451e-09 |  6.69e-05 |  1.42e-04 |  4.93e-05 |  1.04e-02 |  7.40e-03 |  7.67e-05 |  1.0e-04 |  3.47e-11 |  9.89e-04
  1190 |  2.133e-07 |  2.132e-08 |  5.414e-09 |  6.68e-05 |  1.42e-04 |  4.92e-05 |  1.03e-02 |  7.37e-03 |  7.59e-05 |  1.0e-04 |  4.49e-11 |  9.88e-04
  1200 |  2.125e-07 |  2.124e-08 |  5.378e-09 |  6.66e-05 |  1.41e-04 |  4.91e-05 |  1.02e-02 |  7.34e-03 |  7.52e-05 |  1.0e-04 |  3.63e-11 |  9.87e-04
  1210 |  2.117e-07 |  2.116e-08 |  5.342e-09 |  6.64e-05 |  1.40e-04 |  4.90e-05 |  1.02e-02 |  7.31e-03 |  7.44e-05 |  1.0e-04 |  4.07e-11 |  9.86e-04
  1220 |  2.108e-07 |  2.108e-08 |  5.306e-09 |  6.62e-05 |  1.40e-04 |  4.88e-05 |  1.01e-02 |  7.28e-03 |  7.37e-05 |  1.0e-04 |  5.34e-11 |  9.85e-04
  1230 |  2.100e-07 |  2.100e-08 |  5.272e-09 |  6.60e-05 |  1.39e-04 |  4.88e-05 |  1.01e-02 |  7.25e-03 |  7.30e-05 |  1.0e-04 |  4.34e-11 |  9.84e-04
