
Generated transport data: t (600,), x (256,), usol (600, 256), c=40.0
Domain: x in [0.0, 6.283185307179586], t in [0.0, 1.0]
Constraint dimension M_CON = 1200
Fixed damping lambda = 1.0e-04
Residual scaling: (u_t + c*u_x)/sqrt(1+c^2)
Jitter: kind=gaussian, sigma_x=1.0e-04, sigma_t=0.0e+00
Derivative periodic BC: deleted. Constraint blocks: PDE=900, BC=100, IC=200
  iter |        obj |     pdeMSE |       feas |       PDE |        BC |        IC |      stat |     alpha |   stepInf |      lam |       kkt |     relL2
  4900 |  1.207e-07 |  1.207e-08 |  1.850e-09 |  4.23e-05 |  6.58e-05 |  3.00e-05 |  4.02e-03 |  5.99e-03 |  2.41e-05 |  1.0e-04 |  1.80e-11 |  8.14e-04
  4910 |  1.206e-07 |  1.206e-08 |  1.847e-09 |  4.22e-05 |  6.58e-05 |  2.99e-05 |  4.02e-03 |  5.98e-03 |  2.40e-05 |  1.0e-04 |  1.90e-11 |  8.14e-04
  4920 |  1.205e-07 |  1.205e-08 |  1.844e-09 |  4.22e-05 |  6.57e-05 |  2.99e-05 |  4.01e-03 |  5.97e-03 |  2.40e-05 |  1.0e-04 |  2.10e-11 |  8.14e-04
  4930 |  1.204e-07 |  1.204e-08 |  1.842e-09 |  4.22e-05 |  6.57e-05 |  2.99e-05 |  4.01e-03 |  5.96e-03 |  2.39e-05 |  1.0e-04 |  1.66e-11 |  8.14e-04
  4940 |  1.203e-07 |  1.202e-08 |  1.839e-09 |  4.21e-05 |  6.56e-05 |  2.99e-05 |  4.00e-03 |  5.96e-03 |  2.38e-05 |  1.0e-04 |  1.90e-11 |  8.13e-04
  4950 |  1.201e-07 |  1.201e-08 |  1.836e-09 |  4.21e-05 |  6.55e-05 |  2.98e-05 |  3.99e-03 |  5.95e-03 |  2.38e-05 |  1.0e-04 |  1.78e-11 |  8.13e-04
  4960 |  1.200e-07 |  1.200e-08 |  1.833e-09 |  4.21e-05 |  6.55e-05 |  2.98e-05 |  3.99e-03 |  5.94e-03 |  2.37e-05 |  1.0e-04 |  2.44e-11 |  8.13e-04
  4970 |  1.199e-07 |  1.199e-08 |  1.831e-09 |  4.21e-05 |  6.54e-05 |  2.98e-05 |  3.98e-03 |  5.94e-03 |  2.36e-05 |  1.0e-04 |  2.12e-11 |  8.13e-04
  4980 |  1.198e-07 |  1.198e-08 |  1.828e-09 |  4.20e-05 |  6.54e-05 |  2.98e-05 |  3.98e-03 |  5.93e-03 |  2.36e-05 |  1.0e-04 |  1.81e-11 |  8.12e-04
  4990 |  1.197e-07 |  1.197e-08 |  1.825e-09 |  4.20e-05 |  6.53e-05 |  2.97e-05 |  3.97e-03 |  5.92e-03 |  2.35e-05 |  1.0e-04 |  2.00e-11 |  8.12e-04
  5000 |  1.196e-07 |  1.196e-08 |  1.823e-09 |  4.20e-05 |  6.53e-05 |  2.97e-05 |  3.97e-03 |  5.92e-03 |  2.35e-05 |  1.0e-04 |  1.69e-11 |  8.12e-04
  5010 |  1.195e-07 |  1.195e-08 |  1.820e-09 |  4.19e-05 |  6.52e-05 |  2.97e-05 |  3.96e-03 |  5.91e-03 |  2.34e-05 |  1.0e-04 |  2.10e-11 |  8.12e-04
  5020 |  1.194e-07 |  1.194e-08 |  1.817e-09 |  4.19e-05 |  6.52e-05 |  2.97e-05 |  3.95e-03 |  5.90e-03 |  2.33e-05 |  1.0e-04 |  2.27e-11 |  8.11e-04
  5030 |  1.193e-07 |  1.193e-08 |  1.815e-09 |  4.19e-05 |  6.51e-05 |  2.96e-05 |  3.95e-03 |  5.90e-03 |  2.33e-05 |  1.0e-04 |  1.79e-11 |  8.11e-04
  5040 |  1.192e-07 |  1.192e-08 |  1.812e-09 |  4.18e-05 |  6.50e-05 |  2.96e-05 |  3.94e-03 |  5.89e-03 |  2.32e-05 |  1.0e-04 |  1.97e-11 |  8.11e-04
  5050 |  1.191e-07 |  1.191e-08 |  1.810e-09 |  4.18e-05 |  6.50e-05 |  2.96e-05 |  3.94e-03 |  5.88e-03 |  2.32e-05 |  1.0e-04 |  1.81e-11 |  8.11e-04
  5060 |  1.190e-07 |  1.189e-08 |  1.807e-09 |  4.18e-05 |  6.49e-05 |  2.95e-05 |  3.93e-03 |  5.88e-03 |  2.31e-05 |  1.0e-04 |  2.08e-11 |  8.10e-04
  5070 |  1.189e-07 |  1.188e-08 |  1.804e-09 |  4.18e-05 |  6.49e-05 |  2.95e-05 |  3.93e-03 |  5.87e-03 |  2.31e-05 |  1.0e-04 |  1.84e-11 |  8.10e-04
  5080 |  1.187e-07 |  1.187e-08 |  1.802e-09 |  4.17e-05 |  6.48e-05 |  2.95e-05 |  3.92e-03 |  5.86e-03 |  2.30e-05 |  1.0e-04 |  2.42e-11 |  8.10e-04
  5090 |  1.186e-07 |  1.186e-08 |  1.799e-09 |  4.17e-05 |  6.48e-05 |  2.95e-05 |  3.92e-03 |  5.86e-03 |  2.29e-05 |  1.0e-04 |  1.82e-11 |  8.10e-04
  5100 |  1.185e-07 |  1.185e-08 |  1.797e-09 |  4.17e-05 |  6.47e-05 |  2.95e-05 |  3.91e-03 |  5.85e-03 |  2.29e-05 |  1.0e-04 |  1.62e-11 |  8.09e-04
  5110 |  1.184e-07 |  1.184e-08 |  1.794e-09 |  4.16e-05 |  6.47e-05 |  2.94e-05 |  3.91e-03 |  5.84e-03 |  2.28e-05 |  1.0e-04 |  1.91e-11 |  8.09e-04
  5120 |  1.183e-07 |  1.183e-08 |  1.791e-09 |  4.16e-05 |  6.46e-05 |  2.94e-05 |  3.90e-03 |  5.84e-03 |  2.28e-05 |  1.0e-04 |  2.39e-11 |  8.09e-04
  5130 |  1.182e-07 |  1.182e-08 |  1.789e-09 |  4.16e-05 |  6.46e-05 |  2.94e-05 |  3.90e-03 |  5.83e-03 |  2.27e-05 |  1.0e-04 |  1.81e-11 |  8.09e-04
  5140 |  1.181e-07 |  1.181e-08 |  1.787e-09 |  4.16e-05 |  6.45e-05 |  2.94e-05 |  3.89e-03 |  5.82e-03 |  2.27e-05 |  1.0e-04 |  1.63e-11 |  8.08e-04
  5150 |  1.180e-07 |  1.180e-08 |  1.784e-09 |  4.15e-05 |  6.45e-05 |  2.93e-05 |  3.89e-03 |  5.82e-03 |  2.26e-05 |  1.0e-04 |  1.82e-11 |  8.08e-04
  5160 |  1.179e-07 |  1.179e-08 |  1.782e-09 |  4.15e-05 |  6.44e-05 |  2.93e-05 |  3.88e-03 |  5.81e-03 |  2.25e-05 |  1.0e-04 |  1.97e-11 |  8.08e-04
  5170 |  1.178e-07 |  1.178e-08 |  1.779e-09 |  4.15e-05 |  6.44e-05 |  2.93e-05 |  3.88e-03 |  5.80e-03 |  2.25e-05 |  1.0e-04 |  2.01e-11 |  8.08e-04
  5180 |  1.177e-07 |  1.177e-08 |  1.776e-09 |  4.15e-05 |  6.43e-05 |  2.93e-05 |  3.87e-03 |  5.80e-03 |  2.24e-05 |  1.0e-04 |  2.63e-11 |  8.08e-04
  5190 |  1.176e-07 |  1.176e-08 |  1.774e-09 |  4.14e-05 |  6.43e-05 |  2.92e-05 |  3.86e-03 |  5.79e-03 |  2.24e-05 |  1.0e-04 |  1.85e-11 |  8.07e-04
  5200 |  1.175e-07 |  1.175e-08 |  1.772e-09 |  4.14e-05 |  6.42e-05 |  2.92e-05 |  3.86e-03 |  5.78e-03 |  2.23e-05 |  1.0e-04 |  1.92e-11 |  8.07e-04
  5210 |  1.174e-07 |  1.174e-08 |  1.769e-09 |  4.14e-05 |  6.42e-05 |  2.92e-05 |  3.85e-03 |  5.78e-03 |  2.23e-05 |  1.0e-04 |  2.28e-11 |  8.07e-04
  5220 |  1.173e-07 |  1.173e-08 |  1.766e-09 |  4.13e-05 |  6.41e-05 |  2.92e-05 |  3.85e-03 |  5.77e-03 |  2.22e-05 |  1.0e-04 |  1.88e-11 |  8.07e-04
  5230 |  1.172e-07 |  1.172e-08 |  1.764e-09 |  4.13e-05 |  6.41e-05 |  2.91e-05 |  3.84e-03 |  5.76e-03 |  2.22e-05 |  1.0e-04 |  1.90e-11 |  8.06e-04
  5240 |  1.171e-07 |  1.171e-08 |  1.762e-09 |  4.13e-05 |  6.40e-05 |  2.91e-05 |  3.84e-03 |  5.76e-03 |  2.21e-05 |  1.0e-04 |  1.69e-11 |  8.06e-04
  5250 |  1.170e-07 |  1.170e-08 |  1.760e-09 |  4.13e-05 |  6.40e-05 |  2.91e-05 |  3.83e-03 |  5.75e-03 |  2.21e-05 |  1.0e-04 |  1.70e-11 |  8.06e-04
  5260 |  1.169e-07 |  1.169e-08 |  1.757e-09 |  4.12e-05 |  6.39e-05 |  2.91e-05 |  3.83e-03 |  5.75e-03 |  2.20e-05 |  1.0e-04 |  1.76e-11 |  8.06e-04
  5270 |  1.168e-07 |  1.168e-08 |  1.755e-09 |  4.12e-05 |  6.39e-05 |  2.91e-05 |  3.83e-03 |  5.74e-03 |  2.20e-05 |  1.0e-04 |  1.63e-11 |  8.05e-04
  5280 |  1.167e-07 |  1.167e-08 |  1.752e-09 |  4.12e-05 |  6.38e-05 |  2.90e-05 |  3.82e-03 |  5.73e-03 |  2.19e-05 |  1.0e-04 |  2.18e-11 |  8.05e-04
  5290 |  1.166e-07 |  1.166e-08 |  1.750e-09 |  4.12e-05 |  6.38e-05 |  2.90e-05 |  3.81e-03 |  5.73e-03 |  2.18e-05 |  1.0e-04 |  1.95e-11 |  8.05e-04
  5300 |  1.165e-07 |  1.165e-08 |  1.748e-09 |  4.11e-05 |  6.37e-05 |  2.90e-05 |  3.81e-03 |  5.72e-03 |  2.18e-05 |  1.0e-04 |  2.55e-11 |  8.05e-04
  5310 |  1.164e-07 |  1.164e-08 |  1.745e-09 |  4.11e-05 |  6.37e-05 |  2.90e-05 |  3.80e-03 |  5.71e-03 |  2.17e-05 |  1.0e-04 |  1.86e-11 |  8.05e-04
  5320 |  1.163e-07 |  1.163e-08 |  1.743e-09 |  4.11e-05 |  6.36e-05 |  2.89e-05 |  3.80e-03 |  5.71e-03 |  2.17e-05 |  1.0e-04 |  2.18e-11 |  8.04e-04
  5330 |  1.162e-07 |  1.162e-08 |  1.740e-09 |  4.11e-05 |  6.36e-05 |  2.89e-05 |  3.80e-03 |  5.70e-03 |  2.16e-05 |  1.0e-04 |  1.74e-11 |  8.04e-04
  5340 |  1.161e-07 |  1.161e-08 |  1.738e-09 |  4.10e-05 |  6.35e-05 |  2.89e-05 |  3.79e-03 |  5.70e-03 |  2.16e-05 |  1.0e-04 |  1.47e-11 |  8.04e-04
  5350 |  1.160e-07 |  1.160e-08 |  1.736e-09 |  4.10e-05 |  6.35e-05 |  2.89e-05 |  3.79e-03 |  5.69e-03 |  2.15e-05 |  1.0e-04 |  1.88e-11 |  8.04e-04
  5360 |  1.159e-07 |  1.159e-08 |  1.733e-09 |  4.10e-05 |  6.34e-05 |  2.88e-05 |  3.78e-03 |  5.68e-03 |  2.15e-05 |  1.0e-04 |  1.43e-11 |  8.03e-04
  5370 |  1.158e-07 |  1.158e-08 |  1.731e-09 |  4.10e-05 |  6.34e-05 |  2.88e-05 |  3.78e-03 |  5.68e-03 |  2.14e-05 |  1.0e-04 |  1.69e-11 |  8.03e-04
  5380 |  1.157e-07 |  1.157e-08 |  1.729e-09 |  4.09e-05 |  6.33e-05 |  2.88e-05 |  3.77e-03 |  5.67e-03 |  2.14e-05 |  1.0e-04 |  1.62e-11 |  8.03e-04
  5390 |  1.156e-07 |  1.156e-08 |  1.727e-09 |  4.09e-05 |  6.33e-05 |  2.88e-05 |  3.77e-03 |  5.67e-03 |  2.13e-05 |  1.0e-04 |  1.61e-11 |  8.03e-04
  5400 |  1.155e-07 |  1.155e-08 |  1.724e-09 |  4.09e-05 |  6.32e-05 |  2.88e-05 |  3.76e-03 |  5.66e-03 |  2.13e-05 |  1.0e-04 |  1.92e-11 |  8.03e-04
  5410 |  1.154e-07 |  1.154e-08 |  1.722e-09 |  4.08e-05 |  6.32e-05 |  2.87e-05 |  3.76e-03 |  5.65e-03 |  2.12e-05 |  1.0e-04 |  1.65e-11 |  8.02e-04
  5420 |  1.153e-07 |  1.153e-08 |  1.720e-09 |  4.08e-05 |  6.32e-05 |  2.87e-05 |  3.75e-03 |  5.65e-03 |  2.12e-05 |  1.0e-04 |  1.85e-11 |  8.02e-04
  5430 |  1.152e-07 |  1.152e-08 |  1.717e-09 |  4.08e-05 |  6.31e-05 |  2.87e-05 |  3.75e-03 |  5.64e-03 |  2.11e-05 |  1.0e-04 |  1.52e-11 |  8.02e-04
  5440 |  1.151e-07 |  1.151e-08 |  1.715e-09 |  4.08e-05 |  6.31e-05 |  2.87e-05 |  3.74e-03 |  5.64e-03 |  2.11e-05 |  1.0e-04 |  2.18e-11 |  8.02e-04
  5450 |  1.150e-07 |  1.150e-08 |  1.714e-09 |  4.08e-05 |  6.30e-05 |  2.87e-05 |  3.74e-03 |  5.63e-03 |  2.10e-05 |  1.0e-04 |  1.60e-11 |  8.01e-04
  5460 |  1.149e-07 |  1.149e-08 |  1.711e-09 |  4.07e-05 |  6.30e-05 |  2.86e-05 |  3.73e-03 |  5.62e-03 |  2.10e-05 |  1.0e-04 |  1.56e-11 |  8.01e-04
  5470 |  1.148e-07 |  1.148e-08 |  1.709e-09 |  4.07e-05 |  6.29e-05 |  2.86e-05 |  3.73e-03 |  5.62e-03 |  2.09e-05 |  1.0e-04 |  2.90e-11 |  8.01e-04
  5480 |  1.147e-07 |  1.147e-08 |  1.707e-09 |  4.07e-05 |  6.29e-05 |  2.86e-05 |  3.72e-03 |  5.61e-03 |  2.09e-05 |  1.0e-04 |  1.47e-11 |  8.01e-04
  5490 |  1.146e-07 |  1.146e-08 |  1.704e-09 |  4.06e-05 |  6.28e-05 |  2.86e-05 |  3.72e-03 |  5.61e-03 |  2.08e-05 |  1.0e-04 |  1.78e-11 |  8.01e-04
  5500 |  1.145e-07 |  1.145e-08 |  1.702e-09 |  4.06e-05 |  6.28e-05 |  2.86e-05 |  3.72e-03 |  5.60e-03 |  2.08e-05 |  1.0e-04 |  1.47e-11 |  8.00e-04
  5510 |  1.144e-07 |  1.144e-08 |  1.700e-09 |  4.06e-05 |  6.27e-05 |  2.85e-05 |  3.71e-03 |  5.59e-03 |  2.08e-05 |  1.0e-04 |  1.76e-11 |  8.00e-04
  5520 |  1.143e-07 |  1.143e-08 |  1.698e-09 |  4.06e-05 |  6.27e-05 |  2.85e-05 |  3.70e-03 |  5.59e-03 |  2.07e-05 |  1.0e-04 |  1.57e-11 |  8.00e-04
  5530 |  1.143e-07 |  1.142e-08 |  1.696e-09 |  4.05e-05 |  6.27e-05 |  2.85e-05 |  3.70e-03 |  5.58e-03 |  2.07e-05 |  1.0e-04 |  1.72e-11 |  8.00e-04
  5540 |  1.142e-07 |  1.142e-08 |  1.693e-09 |  4.05e-05 |  6.26e-05 |  2.85e-05 |  3.70e-03 |  5.58e-03 |  2.06e-05 |  1.0e-04 |  1.90e-11 |  8.00e-04
  5550 |  1.141e-07 |  1.141e-08 |  1.691e-09 |  4.05e-05 |  6.26e-05 |  2.85e-05 |  3.69e-03 |  5.57e-03 |  2.06e-05 |  1.0e-04 |  1.61e-11 |  7.99e-04
  5560 |  1.140e-07 |  1.140e-08 |  1.690e-09 |  4.05e-05 |  6.25e-05 |  2.85e-05 |  3.69e-03 |  5.56e-03 |  2.05e-05 |  1.0e-04 |  1.72e-11 |  7.99e-04
  5570 |  1.139e-07 |  1.139e-08 |  1.687e-09 |  4.04e-05 |  6.25e-05 |  2.84e-05 |  3.68e-03 |  5.56e-03 |  2.05e-05 |  1.0e-04 |  1.88e-11 |  7.99e-04
  5580 |  1.138e-07 |  1.138e-08 |  1.685e-09 |  4.04e-05 |  6.24e-05 |  2.84e-05 |  3.68e-03 |  5.55e-03 |  2.04e-05 |  1.0e-04 |  2.11e-11 |  7.99e-04
  5590 |  1.137e-07 |  1.137e-08 |  1.683e-09 |  4.04e-05 |  6.24e-05 |  2.84e-05 |  3.67e-03 |  5.55e-03 |  2.04e-05 |  1.0e-04 |  1.62e-11 |  7.98e-04
  5600 |  1.136e-07 |  1.136e-08 |  1.681e-09 |  4.04e-05 |  6.23e-05 |  2.84e-05 |  3.67e-03 |  5.54e-03 |  2.03e-05 |  1.0e-04 |  1.84e-11 |  7.98e-04
  5610 |  1.135e-07 |  1.135e-08 |  1.679e-09 |  4.04e-05 |  6.23e-05 |  2.83e-05 |  3.67e-03 |  5.54e-03 |  2.03e-05 |  1.0e-04 |  1.93e-11 |  7.98e-04
  5620 |  1.134e-07 |  1.134e-08 |  1.676e-09 |  4.03e-05 |  6.23e-05 |  2.83e-05 |  3.66e-03 |  5.53e-03 |  2.02e-05 |  1.0e-04 |  1.96e-11 |  7.98e-04
  5630 |  1.133e-07 |  1.133e-08 |  1.674e-09 |  4.03e-05 |  6.22e-05 |  2.83e-05 |  3.66e-03 |  5.52e-03 |  2.02e-05 |  1.0e-04 |  1.78e-11 |  7.98e-04
  5640 |  1.132e-07 |  1.132e-08 |  1.673e-09 |  4.03e-05 |  6.22e-05 |  2.83e-05 |  3.65e-03 |  5.52e-03 |  2.02e-05 |  1.0e-04 |  1.77e-11 |  7.97e-04
  5650 |  1.131e-07 |  1.131e-08 |  1.670e-09 |  4.03e-05 |  6.21e-05 |  2.82e-05 |  3.65e-03 |  5.51e-03 |  2.01e-05 |  1.0e-04 |  1.87e-11 |  7.97e-04
  5660 |  1.131e-07 |  1.130e-08 |  1.668e-09 |  4.02e-05 |  6.21e-05 |  2.82e-05 |  3.64e-03 |  5.51e-03 |  2.01e-05 |  1.0e-04 |  1.92e-11 |  7.97e-04
  5670 |  1.130e-07 |  1.130e-08 |  1.666e-09 |  4.02e-05 |  6.21e-05 |  2.82e-05 |  3.64e-03 |  5.50e-03 |  2.00e-05 |  1.0e-04 |  1.75e-11 |  7.97e-04
  5680 |  1.129e-07 |  1.129e-08 |  1.664e-09 |  4.02e-05 |  6.20e-05 |  2.82e-05 |  3.63e-03 |  5.50e-03 |  2.00e-05 |  1.0e-04 |  1.75e-11 |  7.97e-04
  5690 |  1.128e-07 |  1.128e-08 |  1.662e-09 |  4.02e-05 |  6.20e-05 |  2.82e-05 |  3.63e-03 |  5.49e-03 |  1.99e-05 |  1.0e-04 |  1.83e-11 |  7.96e-04
  5700 |  1.127e-07 |  1.127e-08 |  1.660e-09 |  4.01e-05 |  6.19e-05 |  2.81e-05 |  3.63e-03 |  5.48e-03 |  1.99e-05 |  1.0e-04 |  1.80e-11 |  7.96e-04
  5710 |  1.126e-07 |  1.126e-08 |  1.658e-09 |  4.01e-05 |  6.19e-05 |  2.81e-05 |  3.62e-03 |  5.48e-03 |  1.98e-05 |  1.0e-04 |  1.65e-11 |  7.96e-04
  5720 |  1.125e-07 |  1.125e-08 |  1.656e-09 |  4.01e-05 |  6.18e-05 |  2.81e-05 |  3.62e-03 |  5.47e-03 |  1.98e-05 |  1.0e-04 |  1.47e-11 |  7.96e-04
  5730 |  1.124e-07 |  1.124e-08 |  1.654e-09 |  4.01e-05 |  6.18e-05 |  2.81e-05 |  3.61e-03 |  5.47e-03 |  1.98e-05 |  1.0e-04 |  1.89e-11 |  7.96e-04
  5740 |  1.123e-07 |  1.123e-08 |  1.652e-09 |  4.00e-05 |  6.18e-05 |  2.81e-05 |  3.61e-03 |  5.46e-03 |  1.97e-05 |  1.0e-04 |  2.38e-11 |  7.95e-04
  5750 |  1.122e-07 |  1.122e-08 |  1.650e-09 |  4.00e-05 |  6.17e-05 |  2.80e-05 |  3.60e-03 |  5.46e-03 |  1.97e-05 |  1.0e-04 |  1.91e-11 |  7.95e-04
  5760 |  1.122e-07 |  1.121e-08 |  1.648e-09 |  4.00e-05 |  6.17e-05 |  2.80e-05 |  3.60e-03 |  5.45e-03 |  1.96e-05 |  1.0e-04 |  2.44e-11 |  7.95e-04
  5770 |  1.121e-07 |  1.121e-08 |  1.646e-09 |  4.00e-05 |  6.16e-05 |  2.80e-05 |  3.60e-03 |  5.45e-03 |  1.96e-05 |  1.0e-04 |  1.59e-11 |  7.95e-04
  5780 |  1.120e-07 |  1.120e-08 |  1.644e-09 |  4.00e-05 |  6.16e-05 |  2.80e-05 |  3.59e-03 |  5.44e-03 |  1.95e-05 |  1.0e-04 |  2.35e-11 |  7.95e-04
  5790 |  1.119e-07 |  1.119e-08 |  1.642e-09 |  3.99e-05 |  6.16e-05 |  2.80e-05 |  3.59e-03 |  5.44e-03 |  1.95e-05 |  1.0e-04 |  2.29e-11 |  7.94e-04
  5800 |  1.118e-07 |  1.118e-08 |  1.640e-09 |  3.99e-05 |  6.15e-05 |  2.79e-05 |  3.58e-03 |  5.43e-03 |  1.95e-05 |  1.0e-04 |  1.97e-11 |  7.94e-04
  5810 |  1.117e-07 |  1.117e-08 |  1.638e-09 |  3.99e-05 |  6.15e-05 |  2.79e-05 |  3.58e-03 |  5.42e-03 |  1.94e-05 |  1.0e-04 |  1.42e-11 |  7.94e-04
  5820 |  1.116e-07 |  1.116e-08 |  1.636e-09 |  3.99e-05 |  6.14e-05 |  2.79e-05 |  3.58e-03 |  5.42e-03 |  1.94e-05 |  1.0e-04 |  1.51e-11 |  7.94e-04
  5830 |  1.115e-07 |  1.115e-08 |  1.634e-09 |  3.98e-05 |  6.14e-05 |  2.79e-05 |  3.57e-03 |  5.41e-03 |  1.93e-05 |  1.0e-04 |  1.58e-11 |  7.94e-04
  5840 |  1.115e-07 |  1.114e-08 |  1.632e-09 |  3.98e-05 |  6.14e-05 |  2.79e-05 |  3.57e-03 |  5.41e-03 |  1.93e-05 |  1.0e-04 |  1.97e-11 |  7.93e-04
  5850 |  1.114e-07 |  1.114e-08 |  1.631e-09 |  3.98e-05 |  6.13e-05 |  2.79e-05 |  3.56e-03 |  5.40e-03 |  1.93e-05 |  1.0e-04 |  1.82e-11 |  7.93e-04
  5860 |  1.113e-07 |  1.113e-08 |  1.628e-09 |  3.98e-05 |  6.13e-05 |  2.78e-05 |  3.56e-03 |  5.40e-03 |  1.92e-05 |  1.0e-04 |  1.84e-11 |  7.93e-04
  5870 |  1.112e-07 |  1.112e-08 |  1.626e-09 |  3.98e-05 |  6.12e-05 |  2.78e-05 |  3.55e-03 |  5.39e-03 |  1.92e-05 |  1.0e-04 |  1.60e-11 |  7.93e-04
  5880 |  1.111e-07 |  1.111e-08 |  1.625e-09 |  3.97e-05 |  6.12e-05 |  2.78e-05 |  3.55e-03 |  5.39e-03 |  1.91e-05 |  1.0e-04 |  1.52e-11 |  7.93e-04
  5890 |  1.110e-07 |  1.110e-08 |  1.623e-09 |  3.97e-05 |  6.12e-05 |  2.78e-05 |  3.55e-03 |  5.38e-03 |  1.91e-05 |  1.0e-04 |  1.88e-11 |  7.92e-04
  5900 |  1.109e-07 |  1.109e-08 |  1.621e-09 |  3.97e-05 |  6.11e-05 |  2.78e-05 |  3.54e-03 |  5.38e-03 |  1.90e-05 |  1.0e-04 |  1.86e-11 |  7.92e-04
  5910 |  1.108e-07 |  1.108e-08 |  1.619e-09 |  3.97e-05 |  6.11e-05 |  2.77e-05 |  3.54e-03 |  5.37e-03 |  1.90e-05 |  1.0e-04 |  1.66e-11 |  7.92e-04
  5920 |  1.108e-07 |  1.107e-08 |  1.617e-09 |  3.96e-05 |  6.10e-05 |  2.77e-05 |  3.53e-03 |  5.37e-03 |  1.90e-05 |  1.0e-04 |  1.34e-11 |  7.92e-04
  5930 |  1.107e-07 |  1.107e-08 |  1.615e-09 |  3.96e-05 |  6.10e-05 |  2.77e-05 |  3.53e-03 |  5.36e-03 |  1.89e-05 |  1.0e-04 |  1.34e-11 |  7.92e-04
  5940 |  1.106e-07 |  1.106e-08 |  1.613e-09 |  3.96e-05 |  6.10e-05 |  2.77e-05 |  3.53e-03 |  5.36e-03 |  1.89e-05 |  1.0e-04 |  1.51e-11 |  7.91e-04
  5950 |  1.105e-07 |  1.105e-08 |  1.611e-09 |  3.96e-05 |  6.09e-05 |  2.77e-05 |  3.52e-03 |  5.35e-03 |  1.88e-05 |  1.0e-04 |  1.61e-11 |  7.91e-04
  5960 |  1.104e-07 |  1.104e-08 |  1.609e-09 |  3.96e-05 |  6.09e-05 |  2.76e-05 |  3.52e-03 |  5.34e-03 |  1.88e-05 |  1.0e-04 |  1.17e-11 |  7.91e-04
  5970 |  1.103e-07 |  1.103e-08 |  1.608e-09 |  3.95e-05 |  6.08e-05 |  2.76e-05 |  3.51e-03 |  5.34e-03 |  1.88e-05 |  1.0e-04 |  1.81e-11 |  7.91e-04
  5980 |  1.102e-07 |  1.102e-08 |  1.606e-09 |  3.95e-05 |  6.08e-05 |  2.76e-05 |  3.51e-03 |  5.33e-03 |  1.87e-05 |  1.0e-04 |  1.66e-11 |  7.91e-04
  5990 |  1.102e-07 |  1.102e-08 |  1.604e-09 |  3.95e-05 |  6.08e-05 |  2.76e-05 |  3.51e-03 |  5.33e-03 |  1.87e-05 |  1.0e-04 |  1.34e-11 |  7.90e-04
  6000 |  1.101e-07 |  1.101e-08 |  1.602e-09 |  3.95e-05 |  6.07e-05 |  2.76e-05 |  3.50e-03 |  5.32e-03 |  1.87e-05 |  1.0e-04 |  1.52e-11 |  7.90e-04
  6010 |  1.100e-07 |  1.100e-08 |  1.600e-09 |  3.94e-05 |  6.07e-05 |  2.76e-05 |  3.50e-03 |  5.32e-03 |  1.86e-05 |  1.0e-04 |  1.51e-11 |  7.90e-04
  6020 |  1.099e-07 |  1.099e-08 |  1.598e-09 |  3.94e-05 |  6.07e-05 |  2.75e-05 |  3.50e-03 |  5.31e-03 |  1.86e-05 |  1.0e-04 |  1.51e-11 |  7.90e-04
  6030 |  1.098e-07 |  1.098e-08 |  1.597e-09 |  3.94e-05 |  6.06e-05 |  2.75e-05 |  3.49e-03 |  5.31e-03 |  1.85e-05 |  1.0e-04 |  1.88e-11 |  7.90e-04
  6040 |  1.097e-07 |  1.097e-08 |  1.595e-09 |  3.94e-05 |  6.06e-05 |  2.75e-05 |  3.49e-03 |  5.30e-03 |  1.85e-05 |  1.0e-04 |  1.75e-11 |  7.89e-04
  6050 |  1.097e-07 |  1.097e-08 |  1.593e-09 |  3.94e-05 |  6.05e-05 |  2.75e-05 |  3.48e-03 |  5.30e-03 |  1.85e-05 |  1.0e-04 |  1.81e-11 |  7.89e-04
  6060 |  1.096e-07 |  1.096e-08 |  1.591e-09 |  3.93e-05 |  6.05e-05 |  2.75e-05 |  3.48e-03 |  5.29e-03 |  1.84e-05 |  1.0e-04 |  1.89e-11 |  7.89e-04
  6070 |  1.095e-07 |  1.095e-08 |  1.589e-09 |  3.93e-05 |  6.05e-05 |  2.74e-05 |  3.47e-03 |  5.29e-03 |  1.84e-05 |  1.0e-04 |  1.52e-11 |  7.89e-04
  6080 |  1.094e-07 |  1.094e-08 |  1.588e-09 |  3.93e-05 |  6.04e-05 |  2.74e-05 |  3.47e-03 |  5.28e-03 |  1.83e-05 |  1.0e-04 |  1.50e-11 |  7.89e-04
  6090 |  1.093e-07 |  1.093e-08 |  1.586e-09 |  3.93e-05 |  6.04e-05 |  2.74e-05 |  3.47e-03 |  5.28e-03 |  1.83e-05 |  1.0e-04 |  2.01e-11 |  7.88e-04
  6100 |  1.092e-07 |  1.092e-08 |  1.584e-09 |  3.93e-05 |  6.04e-05 |  2.74e-05 |  3.46e-03 |  5.27e-03 |  1.83e-05 |  1.0e-04 |  1.64e-11 |  7.88e-04
  6110 |  1.092e-07 |  1.092e-08 |  1.582e-09 |  3.92e-05 |  6.03e-05 |  2.74e-05 |  3.46e-03 |  5.27e-03 |  1.82e-05 |  1.0e-04 |  1.63e-11 |  7.88e-04
