
Generated transport data: t (600,), x (256,), usol (600, 256), c=40.0
Domain: x in [0.0, 6.283185307179586], t in [0.0, 1.0]
Constraint dimension M_CON = 1200
Fixed damping lambda = 1.0e-04
Residual scaling: (u_t + c*u_x)/sqrt(1+c^2)
Jitter: kind=gaussian, sigma_x=1.0e-03, sigma_t=0.0e+00
Derivative periodic BC: deleted. Constraint blocks: PDE=900, BC=100, IC=200
  iter |        obj |     pdeMSE |       feas |       PDE |        BC |        IC |      stat |     alpha |   stepInf |      lam |       kkt |     relL2
  2360 |  1.491e-07 |  1.491e-08 |  3.036e-09 |  5.23e-05 |  9.42e-05 |  3.83e-05 |  6.40e-03 |  6.80e-03 |  4.36e-05 |  1.0e-04 |  2.69e-11 |  9.00e-04
  2370 |  1.488e-07 |  1.488e-08 |  3.029e-09 |  5.23e-05 |  9.39e-05 |  3.82e-05 |  6.38e-03 |  6.78e-03 |  4.33e-05 |  1.0e-04 |  3.58e-11 |  8.99e-04
  2380 |  1.485e-07 |  1.485e-08 |  3.019e-09 |  5.22e-05 |  9.37e-05 |  3.84e-05 |  6.37e-03 |  6.77e-03 |  4.31e-05 |  1.0e-04 |  3.23e-11 |  8.99e-04
  2390 |  1.483e-07 |  1.483e-08 |  3.002e-09 |  5.21e-05 |  9.34e-05 |  3.79e-05 |  6.35e-03 |  6.75e-03 |  4.29e-05 |  1.0e-04 |  2.56e-11 |  8.98e-04
  2400 |  1.481e-07 |  1.480e-08 |  2.997e-09 |  5.20e-05 |  9.32e-05 |  3.82e-05 |  6.34e-03 |  6.74e-03 |  4.27e-05 |  1.0e-04 |  3.34e-11 |  8.98e-04
  2410 |  1.478e-07 |  1.478e-08 |  2.982e-09 |  5.20e-05 |  9.29e-05 |  3.78e-05 |  6.30e-03 |  6.72e-03 |  4.24e-05 |  1.0e-04 |  2.39e-11 |  8.97e-04
  2420 |  1.475e-07 |  1.475e-08 |  2.973e-09 |  5.19e-05 |  9.27e-05 |  3.78e-05 |  6.29e-03 |  6.71e-03 |  4.22e-05 |  1.0e-04 |  3.95e-11 |  8.97e-04
  2430 |  1.473e-07 |  1.473e-08 |  2.967e-09 |  5.18e-05 |  9.25e-05 |  3.78e-05 |  6.28e-03 |  6.69e-03 |  4.20e-05 |  1.0e-04 |  2.73e-11 |  8.96e-04
  2440 |  1.470e-07 |  1.470e-08 |  2.955e-09 |  5.17e-05 |  9.22e-05 |  3.78e-05 |  6.27e-03 |  6.68e-03 |  4.18e-05 |  1.0e-04 |  2.14e-11 |  8.96e-04
  2450 |  1.469e-07 |  1.468e-08 |  2.948e-09 |  5.17e-05 |  9.20e-05 |  3.79e-05 |  6.24e-03 |  6.66e-03 |  4.16e-05 |  1.0e-04 |  2.74e-11 |  8.95e-04
  2460 |  1.466e-07 |  1.465e-08 |  2.937e-09 |  5.16e-05 |  9.18e-05 |  3.76e-05 |  6.22e-03 |  6.65e-03 |  4.13e-05 |  1.0e-04 |  2.88e-11 |  8.95e-04
  2470 |  1.464e-07 |  1.463e-08 |  2.927e-09 |  5.15e-05 |  9.15e-05 |  3.76e-05 |  6.21e-03 |  7.29e-03 |  4.53e-05 |  1.0e-04 |  2.31e-11 |  8.94e-04
  2480 |  1.461e-07 |  1.461e-08 |  2.917e-09 |  5.15e-05 |  9.13e-05 |  3.76e-05 |  6.18e-03 |  6.62e-03 |  4.09e-05 |  1.0e-04 |  2.32e-11 |  8.94e-04
  2490 |  1.459e-07 |  1.458e-08 |  2.908e-09 |  5.14e-05 |  9.11e-05 |  3.75e-05 |  6.18e-03 |  6.60e-03 |  4.08e-05 |  1.0e-04 |  2.41e-11 |  8.93e-04
  2500 |  1.456e-07 |  1.456e-08 |  2.899e-09 |  5.14e-05 |  9.09e-05 |  3.74e-05 |  6.16e-03 |  7.25e-03 |  4.47e-05 |  1.0e-04 |  3.04e-11 |  8.93e-04
  2510 |  1.453e-07 |  1.453e-08 |  2.891e-09 |  5.13e-05 |  9.06e-05 |  3.75e-05 |  6.16e-03 |  6.57e-03 |  4.05e-05 |  1.0e-04 |  2.34e-11 |  8.92e-04
  2520 |  1.451e-07 |  1.451e-08 |  2.879e-09 |  5.12e-05 |  9.04e-05 |  3.74e-05 |  6.12e-03 |  6.56e-03 |  4.02e-05 |  1.0e-04 |  3.18e-11 |  8.92e-04
  2530 |  1.449e-07 |  1.448e-08 |  2.866e-09 |  5.11e-05 |  9.02e-05 |  3.70e-05 |  6.11e-03 |  7.20e-03 |  4.40e-05 |  1.0e-04 |  2.01e-11 |  8.91e-04
  2540 |  1.446e-07 |  1.446e-08 |  2.862e-09 |  5.11e-05 |  9.00e-05 |  3.73e-05 |  6.11e-03 |  7.18e-03 |  4.38e-05 |  1.0e-04 |  2.43e-11 |  8.91e-04
  2550 |  1.444e-07 |  1.444e-08 |  2.854e-09 |  5.10e-05 |  8.97e-05 |  3.73e-05 |  6.08e-03 |  7.17e-03 |  4.36e-05 |  1.0e-04 |  2.87e-11 |  8.90e-04
  2560 |  1.442e-07 |  1.441e-08 |  2.844e-09 |  5.09e-05 |  8.95e-05 |  3.72e-05 |  6.07e-03 |  7.15e-03 |  4.34e-05 |  1.0e-04 |  1.98e-11 |  8.90e-04
  2570 |  1.440e-07 |  1.439e-08 |  2.834e-09 |  5.08e-05 |  8.93e-05 |  3.72e-05 |  6.06e-03 |  7.14e-03 |  4.32e-05 |  1.0e-04 |  2.39e-11 |  8.89e-04
  2580 |  1.437e-07 |  1.437e-08 |  2.825e-09 |  5.08e-05 |  8.91e-05 |  3.72e-05 |  6.04e-03 |  7.12e-03 |  4.30e-05 |  1.0e-04 |  2.24e-11 |  8.89e-04
  2590 |  1.434e-07 |  1.434e-08 |  2.814e-09 |  5.07e-05 |  8.89e-05 |  3.69e-05 |  6.02e-03 |  7.10e-03 |  4.28e-05 |  1.0e-04 |  2.25e-11 |  8.88e-04
  2600 |  1.432e-07 |  1.432e-08 |  2.804e-09 |  5.06e-05 |  8.87e-05 |  3.67e-05 |  5.99e-03 |  7.09e-03 |  4.25e-05 |  1.0e-04 |  2.89e-11 |  8.88e-04
  2610 |  1.430e-07 |  1.430e-08 |  2.798e-09 |  5.06e-05 |  8.85e-05 |  3.69e-05 |  5.98e-03 |  7.07e-03 |  4.23e-05 |  1.0e-04 |  2.00e-11 |  8.87e-04
  2620 |  1.427e-07 |  1.427e-08 |  2.789e-09 |  5.05e-05 |  8.82e-05 |  3.71e-05 |  5.97e-03 |  6.42e-03 |  3.83e-05 |  1.0e-04 |  2.63e-11 |  8.87e-04
  2630 |  1.425e-07 |  1.425e-08 |  2.778e-09 |  5.04e-05 |  8.80e-05 |  3.67e-05 |  5.95e-03 |  7.04e-03 |  4.19e-05 |  1.0e-04 |  2.61e-11 |  8.86e-04
  2640 |  1.423e-07 |  1.423e-08 |  2.769e-09 |  5.04e-05 |  8.78e-05 |  3.66e-05 |  5.94e-03 |  7.03e-03 |  4.17e-05 |  1.0e-04 |  2.14e-11 |  8.86e-04
  2650 |  1.421e-07 |  1.421e-08 |  2.760e-09 |  5.03e-05 |  8.76e-05 |  3.65e-05 |  5.93e-03 |  7.01e-03 |  4.16e-05 |  1.0e-04 |  2.82e-11 |  8.85e-04
  2660 |  1.418e-07 |  1.418e-08 |  2.755e-09 |  5.03e-05 |  8.74e-05 |  3.67e-05 |  5.91e-03 |  7.00e-03 |  4.14e-05 |  1.0e-04 |  2.74e-11 |  8.85e-04
  2670 |  1.417e-07 |  1.416e-08 |  2.747e-09 |  5.02e-05 |  8.72e-05 |  3.67e-05 |  5.90e-03 |  6.99e-03 |  4.12e-05 |  1.0e-04 |  2.19e-11 |  8.84e-04
  2680 |  1.414e-07 |  1.414e-08 |  2.732e-09 |  5.01e-05 |  8.70e-05 |  3.62e-05 |  5.87e-03 |  6.97e-03 |  4.09e-05 |  1.0e-04 |  1.86e-11 |  8.84e-04
  2690 |  1.412e-07 |  1.411e-08 |  2.730e-09 |  5.00e-05 |  8.68e-05 |  3.67e-05 |  5.86e-03 |  6.96e-03 |  4.08e-05 |  1.0e-04 |  2.37e-11 |  8.83e-04
  2700 |  1.410e-07 |  1.409e-08 |  2.718e-09 |  5.00e-05 |  8.66e-05 |  3.63e-05 |  5.86e-03 |  6.94e-03 |  4.06e-05 |  1.0e-04 |  2.73e-11 |  8.83e-04
  2710 |  1.407e-07 |  1.407e-08 |  2.709e-09 |  4.99e-05 |  8.64e-05 |  3.63e-05 |  5.84e-03 |  6.93e-03 |  4.04e-05 |  1.0e-04 |  2.01e-11 |  8.82e-04
  2720 |  1.405e-07 |  1.405e-08 |  2.700e-09 |  4.98e-05 |  8.62e-05 |  3.61e-05 |  5.81e-03 |  6.91e-03 |  4.02e-05 |  1.0e-04 |  3.35e-11 |  8.82e-04
  2730 |  1.403e-07 |  1.403e-08 |  2.696e-09 |  4.98e-05 |  8.60e-05 |  3.63e-05 |  5.81e-03 |  6.90e-03 |  4.01e-05 |  1.0e-04 |  2.59e-11 |  8.82e-04
  2740 |  1.401e-07 |  1.400e-08 |  2.687e-09 |  4.97e-05 |  8.58e-05 |  3.63e-05 |  5.79e-03 |  6.88e-03 |  3.99e-05 |  1.0e-04 |  2.75e-11 |  8.81e-04
  2750 |  1.399e-07 |  1.398e-08 |  2.673e-09 |  4.96e-05 |  8.56e-05 |  3.58e-05 |  5.77e-03 |  6.87e-03 |  3.96e-05 |  1.0e-04 |  2.73e-11 |  8.81e-04
  2760 |  1.397e-07 |  1.396e-08 |  2.668e-09 |  4.96e-05 |  8.54e-05 |  3.59e-05 |  5.75e-03 |  6.86e-03 |  3.94e-05 |  1.0e-04 |  3.01e-11 |  8.80e-04
  2770 |  1.395e-07 |  1.394e-08 |  2.657e-09 |  4.95e-05 |  8.52e-05 |  3.56e-05 |  5.74e-03 |  6.84e-03 |  3.93e-05 |  1.0e-04 |  2.32e-11 |  8.80e-04
  2780 |  1.392e-07 |  1.392e-08 |  2.653e-09 |  4.95e-05 |  8.50e-05 |  3.58e-05 |  5.73e-03 |  6.83e-03 |  3.91e-05 |  1.0e-04 |  3.18e-11 |  8.79e-04
  2790 |  1.390e-07 |  1.390e-08 |  2.645e-09 |  4.94e-05 |  8.49e-05 |  3.59e-05 |  5.72e-03 |  6.82e-03 |  3.90e-05 |  1.0e-04 |  2.80e-11 |  8.79e-04
  2800 |  1.389e-07 |  1.388e-08 |  2.637e-09 |  4.94e-05 |  8.47e-05 |  3.57e-05 |  5.69e-03 |  6.80e-03 |  3.87e-05 |  1.0e-04 |  3.18e-11 |  8.78e-04
  2810 |  1.386e-07 |  1.386e-08 |  2.634e-09 |  4.93e-05 |  8.45e-05 |  3.60e-05 |  5.69e-03 |  6.79e-03 |  3.86e-05 |  1.0e-04 |  2.66e-11 |  8.78e-04
  2820 |  1.383e-07 |  1.384e-08 |  2.622e-09 |  4.92e-05 |  8.43e-05 |  3.57e-05 |  5.68e-03 |  6.77e-03 |  3.85e-05 |  1.0e-04 |  2.19e-11 |  8.77e-04
  2830 |  1.382e-07 |  1.382e-08 |  2.614e-09 |  4.92e-05 |  8.41e-05 |  3.54e-05 |  5.66e-03 |  6.76e-03 |  3.82e-05 |  1.0e-04 |  2.00e-11 |  8.77e-04
  2840 |  1.380e-07 |  1.380e-08 |  2.607e-09 |  4.91e-05 |  8.40e-05 |  3.55e-05 |  5.64e-03 |  6.75e-03 |  3.81e-05 |  1.0e-04 |  2.70e-11 |  8.77e-04
  2850 |  1.378e-07 |  1.378e-08 |  2.600e-09 |  4.90e-05 |  8.38e-05 |  3.56e-05 |  5.64e-03 |  6.73e-03 |  3.80e-05 |  1.0e-04 |  2.55e-11 |  8.76e-04
  2860 |  1.376e-07 |  1.376e-08 |  2.594e-09 |  4.90e-05 |  8.36e-05 |  3.56e-05 |  5.62e-03 |  6.72e-03 |  3.78e-05 |  1.0e-04 |  2.75e-11 |  8.76e-04
  2870 |  1.373e-07 |  1.374e-08 |  2.590e-09 |  4.90e-05 |  8.34e-05 |  3.57e-05 |  5.61e-03 |  6.71e-03 |  3.77e-05 |  1.0e-04 |  1.96e-11 |  8.75e-04
  2880 |  1.372e-07 |  1.372e-08 |  2.578e-09 |  4.89e-05 |  8.33e-05 |  3.55e-05 |  5.59e-03 |  6.70e-03 |  3.74e-05 |  1.0e-04 |  2.58e-11 |  8.75e-04
  2890 |  1.370e-07 |  1.370e-08 |  2.575e-09 |  4.88e-05 |  8.31e-05 |  3.56e-05 |  5.59e-03 |  6.68e-03 |  3.73e-05 |  1.0e-04 |  2.57e-11 |  8.74e-04
  2900 |  1.368e-07 |  1.368e-08 |  2.566e-09 |  4.88e-05 |  8.29e-05 |  3.53e-05 |  5.57e-03 |  6.67e-03 |  3.71e-05 |  1.0e-04 |  2.55e-11 |  8.74e-04
  2910 |  1.366e-07 |  1.366e-08 |  2.556e-09 |  4.87e-05 |  8.28e-05 |  3.51e-05 |  5.55e-03 |  6.66e-03 |  3.69e-05 |  1.0e-04 |  2.45e-11 |  8.74e-04
  2920 |  1.364e-07 |  1.364e-08 |  2.545e-09 |  4.86e-05 |  8.26e-05 |  3.49e-05 |  5.53e-03 |  6.64e-03 |  3.68e-05 |  1.0e-04 |  2.67e-11 |  8.73e-04
  2930 |  1.362e-07 |  1.362e-08 |  2.543e-09 |  4.86e-05 |  8.24e-05 |  3.52e-05 |  5.52e-03 |  6.63e-03 |  3.66e-05 |  1.0e-04 |  2.35e-11 |  8.73e-04
  2940 |  1.360e-07 |  1.360e-08 |  2.536e-09 |  4.85e-05 |  8.23e-05 |  3.52e-05 |  5.52e-03 |  6.62e-03 |  3.66e-05 |  1.0e-04 |  2.28e-11 |  8.72e-04
  2950 |  1.358e-07 |  1.358e-08 |  2.525e-09 |  4.85e-05 |  8.21e-05 |  3.48e-05 |  5.50e-03 |  6.61e-03 |  3.63e-05 |  1.0e-04 |  2.64e-11 |  8.72e-04
  2960 |  1.356e-07 |  1.356e-08 |  2.519e-09 |  4.84e-05 |  8.19e-05 |  3.48e-05 |  5.48e-03 |  6.59e-03 |  3.61e-05 |  1.0e-04 |  2.45e-11 |  8.72e-04
  2970 |  1.355e-07 |  1.354e-08 |  2.516e-09 |  4.83e-05 |  8.18e-05 |  3.51e-05 |  5.48e-03 |  6.58e-03 |  3.61e-05 |  1.0e-04 |  2.31e-11 |  8.71e-04
  2980 |  1.353e-07 |  1.353e-08 |  2.506e-09 |  4.83e-05 |  8.16e-05 |  3.48e-05 |  5.47e-03 |  6.57e-03 |  3.59e-05 |  1.0e-04 |  2.14e-11 |  8.71e-04
  2990 |  1.350e-07 |  1.351e-08 |  2.502e-09 |  4.82e-05 |  8.15e-05 |  3.49e-05 |  5.45e-03 |  6.56e-03 |  3.57e-05 |  1.0e-04 |  2.50e-11 |  8.70e-04
  3000 |  1.349e-07 |  1.349e-08 |  2.497e-09 |  4.82e-05 |  8.13e-05 |  3.50e-05 |  5.45e-03 |  6.54e-03 |  3.56e-05 |  1.0e-04 |  2.98e-11 |  8.70e-04
  3010 |  1.347e-07 |  1.347e-08 |  2.489e-09 |  4.81e-05 |  8.12e-05 |  3.48e-05 |  5.43e-03 |  6.53e-03 |  3.54e-05 |  1.0e-04 |  2.25e-11 |  8.70e-04
  3020 |  1.345e-07 |  1.345e-08 |  2.481e-09 |  4.81e-05 |  8.10e-05 |  3.46e-05 |  5.42e-03 |  6.52e-03 |  3.53e-05 |  1.0e-04 |  3.36e-11 |  8.69e-04
  3030 |  1.344e-07 |  1.343e-08 |  2.477e-09 |  4.80e-05 |  8.08e-05 |  3.49e-05 |  5.41e-03 |  6.51e-03 |  3.52e-05 |  1.0e-04 |  2.37e-11 |  8.69e-04
  3040 |  1.342e-07 |  1.341e-08 |  2.466e-09 |  4.80e-05 |  8.07e-05 |  3.44e-05 |  5.39e-03 |  7.14e-03 |  3.85e-05 |  1.0e-04 |  2.56e-11 |  8.68e-04
  3050 |  1.340e-07 |  1.339e-08 |  2.463e-09 |  4.79e-05 |  8.05e-05 |  3.47e-05 |  5.38e-03 |  6.48e-03 |  3.49e-05 |  1.0e-04 |  2.43e-11 |  8.68e-04
  3060 |  1.338e-07 |  1.338e-08 |  2.457e-09 |  4.79e-05 |  8.04e-05 |  3.47e-05 |  5.38e-03 |  6.47e-03 |  3.48e-05 |  1.0e-04 |  2.99e-11 |  8.68e-04
  3070 |  1.336e-07 |  1.336e-08 |  2.449e-09 |  4.78e-05 |  8.02e-05 |  3.45e-05 |  5.35e-03 |  7.10e-03 |  3.80e-05 |  1.0e-04 |  2.33e-11 |  8.67e-04
  3080 |  1.334e-07 |  1.334e-08 |  2.440e-09 |  4.77e-05 |  8.01e-05 |  3.44e-05 |  5.35e-03 |  6.45e-03 |  3.45e-05 |  1.0e-04 |  3.33e-11 |  8.67e-04
  3090 |  1.332e-07 |  1.332e-08 |  2.436e-09 |  4.77e-05 |  7.99e-05 |  3.45e-05 |  5.33e-03 |  6.44e-03 |  3.43e-05 |  1.0e-04 |  2.23e-11 |  8.66e-04
  3100 |  1.330e-07 |  1.330e-08 |  2.428e-09 |  4.76e-05 |  7.98e-05 |  3.43e-05 |  5.31e-03 |  7.07e-03 |  3.76e-05 |  1.0e-04 |  2.19e-11 |  8.66e-04
  3110 |  1.328e-07 |  1.328e-08 |  2.423e-09 |  4.76e-05 |  7.96e-05 |  3.44e-05 |  5.30e-03 |  7.05e-03 |  3.74e-05 |  1.0e-04 |  2.37e-11 |  8.66e-04
  3120 |  1.326e-07 |  1.326e-08 |  2.412e-09 |  4.75e-05 |  7.95e-05 |  3.40e-05 |  5.28e-03 |  7.04e-03 |  3.72e-05 |  1.0e-04 |  2.59e-11 |  8.65e-04
  3130 |  1.325e-07 |  1.325e-08 |  2.409e-09 |  4.75e-05 |  7.93e-05 |  3.40e-05 |  5.28e-03 |  7.03e-03 |  3.71e-05 |  1.0e-04 |  2.90e-11 |  8.65e-04
  3140 |  1.322e-07 |  1.323e-08 |  2.401e-09 |  4.74e-05 |  7.92e-05 |  3.39e-05 |  5.26e-03 |  7.02e-03 |  3.69e-05 |  1.0e-04 |  2.14e-11 |  8.64e-04
  3150 |  1.321e-07 |  1.321e-08 |  2.396e-09 |  4.73e-05 |  7.90e-05 |  3.42e-05 |  5.26e-03 |  7.00e-03 |  3.68e-05 |  1.0e-04 |  2.50e-11 |  8.64e-04
  3160 |  1.319e-07 |  1.319e-08 |  2.389e-09 |  4.73e-05 |  7.89e-05 |  3.39e-05 |  5.25e-03 |  6.99e-03 |  3.67e-05 |  1.0e-04 |  2.17e-11 |  8.64e-04
  3170 |  1.318e-07 |  1.317e-08 |  2.384e-09 |  4.73e-05 |  7.87e-05 |  3.39e-05 |  5.23e-03 |  6.98e-03 |  3.65e-05 |  1.0e-04 |  2.08e-11 |  8.63e-04
  3180 |  1.316e-07 |  1.316e-08 |  2.375e-09 |  4.72e-05 |  7.86e-05 |  3.38e-05 |  5.22e-03 |  6.97e-03 |  3.64e-05 |  1.0e-04 |  2.51e-11 |  8.63e-04
  3190 |  1.314e-07 |  1.314e-08 |  2.372e-09 |  4.72e-05 |  7.85e-05 |  3.39e-05 |  5.21e-03 |  6.95e-03 |  3.63e-05 |  1.0e-04 |  2.42e-11 |  8.62e-04
  3200 |  1.312e-07 |  1.312e-08 |  2.365e-09 |  4.71e-05 |  7.83e-05 |  3.39e-05 |  5.20e-03 |  6.94e-03 |  3.61e-05 |  1.0e-04 |  2.87e-11 |  8.62e-04
  3210 |  1.311e-07 |  1.310e-08 |  2.362e-09 |  4.70e-05 |  7.82e-05 |  3.41e-05 |  5.19e-03 |  6.93e-03 |  3.60e-05 |  1.0e-04 |  2.01e-11 |  8.62e-04
  3220 |  1.309e-07 |  1.309e-08 |  2.354e-09 |  4.70e-05 |  7.80e-05 |  3.38e-05 |  5.18e-03 |  6.92e-03 |  3.58e-05 |  1.0e-04 |  2.51e-11 |  8.61e-04
  3230 |  1.307e-07 |  1.307e-08 |  2.347e-09 |  4.69e-05 |  7.79e-05 |  3.37e-05 |  5.17e-03 |  6.90e-03 |  3.57e-05 |  1.0e-04 |  1.82e-11 |  8.61e-04
  3240 |  1.305e-07 |  1.305e-08 |  2.340e-09 |  4.69e-05 |  7.78e-05 |  3.37e-05 |  5.15e-03 |  6.89e-03 |  3.55e-05 |  1.0e-04 |  2.04e-11 |  8.60e-04
  3250 |  1.304e-07 |  1.303e-08 |  2.337e-09 |  4.69e-05 |  7.76e-05 |  3.37e-05 |  5.14e-03 |  6.88e-03 |  3.54e-05 |  1.0e-04 |  2.19e-11 |  8.60e-04
  3260 |  1.302e-07 |  1.302e-08 |  2.332e-09 |  4.68e-05 |  7.75e-05 |  3.37e-05 |  5.13e-03 |  6.87e-03 |  3.52e-05 |  1.0e-04 |  2.03e-11 |  8.60e-04
  3270 |  1.300e-07 |  1.300e-08 |  2.325e-09 |  4.67e-05 |  7.73e-05 |  3.36e-05 |  5.11e-03 |  6.86e-03 |  3.50e-05 |  1.0e-04 |  2.02e-11 |  8.59e-04
  3280 |  1.299e-07 |  1.298e-08 |  2.319e-09 |  4.67e-05 |  7.72e-05 |  3.38e-05 |  5.11e-03 |  6.84e-03 |  3.49e-05 |  1.0e-04 |  2.19e-11 |  8.59e-04
  3290 |  1.297e-07 |  1.296e-08 |  2.315e-09 |  4.66e-05 |  7.71e-05 |  3.36e-05 |  5.10e-03 |  6.83e-03 |  3.48e-05 |  1.0e-04 |  2.16e-11 |  8.59e-04
  3300 |  1.295e-07 |  1.295e-08 |  2.307e-09 |  4.66e-05 |  7.69e-05 |  3.35e-05 |  5.09e-03 |  6.82e-03 |  3.47e-05 |  1.0e-04 |  2.01e-11 |  8.58e-04
  3310 |  1.293e-07 |  1.293e-08 |  2.302e-09 |  4.65e-05 |  7.68e-05 |  3.35e-05 |  5.08e-03 |  6.81e-03 |  3.46e-05 |  1.0e-04 |  2.40e-11 |  8.58e-04
  3320 |  1.292e-07 |  1.291e-08 |  2.297e-09 |  4.65e-05 |  7.67e-05 |  3.34e-05 |  5.07e-03 |  6.80e-03 |  3.44e-05 |  1.0e-04 |  2.06e-11 |  8.57e-04
  3330 |  1.290e-07 |  1.290e-08 |  2.291e-09 |  4.64e-05 |  7.66e-05 |  3.34e-05 |  5.05e-03 |  6.79e-03 |  3.43e-05 |  1.0e-04 |  2.29e-11 |  8.57e-04
  3340 |  1.288e-07 |  1.288e-08 |  2.286e-09 |  4.64e-05 |  7.64e-05 |  3.34e-05 |  5.05e-03 |  6.77e-03 |  3.42e-05 |  1.0e-04 |  1.83e-11 |  8.57e-04
  3350 |  1.286e-07 |  1.287e-08 |  2.277e-09 |  4.63e-05 |  7.63e-05 |  3.30e-05 |  5.03e-03 |  6.76e-03 |  3.40e-05 |  1.0e-04 |  1.78e-11 |  8.56e-04
  3360 |  1.285e-07 |  1.285e-08 |  2.273e-09 |  4.63e-05 |  7.62e-05 |  3.32e-05 |  5.01e-03 |  6.75e-03 |  3.39e-05 |  1.0e-04 |  1.85e-11 |  8.56e-04
  3370 |  1.284e-07 |  1.283e-08 |  2.271e-09 |  4.63e-05 |  7.60e-05 |  3.33e-05 |  5.01e-03 |  6.74e-03 |  3.38e-05 |  1.0e-04 |  1.65e-11 |  8.56e-04
  3380 |  1.282e-07 |  1.282e-08 |  2.265e-09 |  4.62e-05 |  7.59e-05 |  3.32e-05 |  5.00e-03 |  6.73e-03 |  3.37e-05 |  1.0e-04 |  1.72e-11 |  8.55e-04
  3390 |  1.281e-07 |  1.280e-08 |  2.255e-09 |  4.61e-05 |  7.58e-05 |  3.28e-05 |  4.99e-03 |  6.72e-03 |  3.35e-05 |  1.0e-04 |  2.32e-11 |  8.55e-04
  3400 |  1.279e-07 |  1.278e-08 |  2.252e-09 |  4.61e-05 |  7.57e-05 |  3.29e-05 |  4.98e-03 |  6.71e-03 |  3.34e-05 |  1.0e-04 |  1.98e-11 |  8.55e-04
  3410 |  1.277e-07 |  1.277e-08 |  2.250e-09 |  4.61e-05 |  7.56e-05 |  3.31e-05 |  4.97e-03 |  6.70e-03 |  3.33e-05 |  1.0e-04 |  2.14e-11 |  8.54e-04
  3420 |  1.275e-07 |  1.275e-08 |  2.241e-09 |  4.60e-05 |  7.54e-05 |  3.30e-05 |  4.96e-03 |  6.68e-03 |  3.32e-05 |  1.0e-04 |  2.41e-11 |  8.54e-04
  3430 |  1.273e-07 |  1.274e-08 |  2.238e-09 |  4.60e-05 |  7.53e-05 |  3.29e-05 |  4.94e-03 |  6.67e-03 |  3.30e-05 |  1.0e-04 |  1.88e-11 |  8.53e-04
  3440 |  1.272e-07 |  1.272e-08 |  2.229e-09 |  4.59e-05 |  7.52e-05 |  3.27e-05 |  4.93e-03 |  6.66e-03 |  3.29e-05 |  1.0e-04 |  2.02e-11 |  8.53e-04
  3450 |  1.271e-07 |  1.271e-08 |  2.228e-09 |  4.58e-05 |  7.51e-05 |  3.31e-05 |  4.93e-03 |  6.65e-03 |  3.28e-05 |  1.0e-04 |  2.28e-11 |  8.53e-04
  3460 |  1.269e-07 |  1.269e-08 |  2.218e-09 |  4.58e-05 |  7.50e-05 |  3.26e-05 |  4.92e-03 |  6.64e-03 |  3.27e-05 |  1.0e-04 |  2.01e-11 |  8.52e-04
  3470 |  1.267e-07 |  1.268e-08 |  2.217e-09 |  4.57e-05 |  7.48e-05 |  3.29e-05 |  4.91e-03 |  6.63e-03 |  3.25e-05 |  1.0e-04 |  1.90e-11 |  8.52e-04
  3480 |  1.266e-07 |  1.266e-08 |  2.210e-09 |  4.57e-05 |  7.47e-05 |  3.26e-05 |  4.90e-03 |  6.62e-03 |  3.25e-05 |  1.0e-04 |  1.89e-11 |  8.52e-04
  3490 |  1.264e-07 |  1.264e-08 |  2.207e-09 |  4.57e-05 |  7.46e-05 |  3.28e-05 |  4.89e-03 |  6.61e-03 |  3.23e-05 |  1.0e-04 |  1.80e-11 |  8.51e-04
  3500 |  1.263e-07 |  1.263e-08 |  2.202e-09 |  4.56e-05 |  7.45e-05 |  3.27e-05 |  4.88e-03 |  6.60e-03 |  3.22e-05 |  1.0e-04 |  2.12e-11 |  8.51e-04
  3510 |  1.261e-07 |  1.261e-08 |  2.195e-09 |  4.56e-05 |  7.44e-05 |  3.23e-05 |  4.86e-03 |  7.25e-03 |  3.52e-05 |  1.0e-04 |  2.41e-11 |  8.51e-04
  3520 |  1.260e-07 |  1.260e-08 |  2.190e-09 |  4.55e-05 |  7.43e-05 |  3.24e-05 |  4.86e-03 |  6.58e-03 |  3.19e-05 |  1.0e-04 |  2.12e-11 |  8.50e-04
  3530 |  1.259e-07 |  1.258e-08 |  2.188e-09 |  4.55e-05 |  7.42e-05 |  3.26e-05 |  4.85e-03 |  6.57e-03 |  3.18e-05 |  1.0e-04 |  2.56e-11 |  8.50e-04
  3540 |  1.257e-07 |  1.257e-08 |  2.180e-09 |  4.54e-05 |  7.41e-05 |  3.23e-05 |  4.84e-03 |  6.55e-03 |  3.17e-05 |  1.0e-04 |  2.19e-11 |  8.50e-04
  3550 |  1.256e-07 |  1.255e-08 |  2.176e-09 |  4.54e-05 |  7.39e-05 |  3.25e-05 |  4.82e-03 |  6.54e-03 |  3.16e-05 |  1.0e-04 |  2.46e-11 |  8.49e-04
  3560 |  1.254e-07 |  1.254e-08 |  2.172e-09 |  4.53e-05 |  7.38e-05 |  3.24e-05 |  4.82e-03 |  6.53e-03 |  3.15e-05 |  1.0e-04 |  2.16e-11 |  8.49e-04
  3570 |  1.252e-07 |  1.252e-08 |  2.168e-09 |  4.53e-05 |  7.37e-05 |  3.25e-05 |  4.82e-03 |  6.52e-03 |  3.14e-05 |  1.0e-04 |  2.48e-11 |  8.49e-04
