iter,obj_printed,obj_mse,feas_mse,pde_con_mse,bc_mse,ic_mse,pde_rms,bc_rms,ic_rms,station,alpha,step_inf,lambda,kkt,relL2
8900,8.994e-08,8.993e-09,1.209e-09,1.1833600000000001e-09,2.74576e-09,5.428900000000001e-10,3.44e-05,5.24e-05,2.33e-05,0.00264,0.00512,1.35e-05,0.0001,1.43e-11,0.000743
8910,8.988e-08,8.988e-09,1.208e-09,1.1833600000000001e-09,2.74576e-09,5.428900000000001e-10,3.44e-05,5.24e-05,2.33e-05,0.00264,0.00511,1.35e-05,0.0001,1.44e-11,0.000743
8920,8.982e-08,8.982e-09,1.207e-09,1.1833600000000001e-09,2.74576e-09,5.428900000000001e-10,3.44e-05,5.24e-05,2.33e-05,0.00263,0.00511,1.35e-05,0.0001,1.5e-11,0.000743
8930,8.977e-08,8.976e-09,1.206e-09,1.1833600000000001e-09,2.74576e-09,5.428900000000001e-10,3.44e-05,5.24e-05,2.33e-05,0.00263,0.00511,1.34e-05,0.0001,1.34e-11,0.000742
8940,8.971e-08,8.971e-09,1.205e-09,1.1833600000000001e-09,2.7352899999999996e-09,5.428900000000001e-10,3.44e-05,5.23e-05,2.33e-05,0.00263,0.0051,1.34e-05,0.0001,1.6e-11,0.000742
8950,8.966e-08,8.965e-09,1.204e-09,1.1833600000000001e-09,2.7352899999999996e-09,5.428900000000001e-10,3.44e-05,5.23e-05,2.33e-05,0.00263,0.0051,1.34e-05,0.0001,1.28e-11,0.000742
8960,8.96e-08,8.96e-09,1.203e-09,1.1833600000000001e-09,2.7352899999999996e-09,5.428900000000001e-10,3.44e-05,5.23e-05,2.33e-05,0.00263,0.0051,1.34e-05,0.0001,1.14e-11,0.000742
8970,8.954e-08,8.954e-09,1.202e-09,1.17649e-09,2.7352899999999996e-09,5.428900000000001e-10,3.43e-05,5.23e-05,2.33e-05,0.00262,0.00509,1.34e-05,0.0001,1.31e-11,0.000742
8980,8.949e-08,8.948e-09,1.201e-09,1.17649e-09,2.7352899999999996e-09,5.382400000000001e-10,3.43e-05,5.23e-05,2.32e-05,0.00262,0.00509,1.33e-05,0.0001,1.68e-11,0.000742
8990,8.943e-08,8.943e-09,1.2e-09,1.17649e-09,2.7248400000000003e-09,5.382400000000001e-10,3.43e-05,5.22e-05,2.32e-05,0.00262,0.00509,1.33e-05,0.0001,1.42e-11,0.000742
9000,8.938e-08,8.937e-09,1.199e-09,1.17649e-09,2.7248400000000003e-09,5.382400000000001e-10,3.43e-05,5.22e-05,2.32e-05,0.00262,0.00508,1.33e-05,0.0001,1.44e-11,0.000741
9010,8.932e-08,8.932e-09,1.198e-09,1.17649e-09,2.7248400000000003e-09,5.382400000000001e-10,3.43e-05,5.22e-05,2.32e-05,0.00262,0.00508,1.33e-05,0.0001,1.16e-11,0.000741
9020,8.927e-08,8.926e-09,1.198e-09,1.17649e-09,2.7248400000000003e-09,5.382400000000001e-10,3.43e-05,5.22e-05,2.32e-05,0.00261,0.00508,1.33e-05,0.0001,1.38e-11,0.000741
9030,8.922e-08,8.921e-09,1.196e-09,1.17649e-09,2.7248400000000003e-09,5.382400000000001e-10,3.43e-05,5.22e-05,2.32e-05,0.00261,0.00507,1.32e-05,0.0001,1.54e-11,0.000741
9040,8.916e-08,8.915e-09,1.196e-09,1.16964e-09,2.71441e-09,5.382400000000001e-10,3.42e-05,5.21e-05,2.32e-05,0.00261,0.00507,1.32e-05,0.0001,1.24e-11,0.000741
9050,8.91e-08,8.91e-09,1.195e-09,1.16964e-09,2.71441e-09,5.382400000000001e-10,3.42e-05,5.21e-05,2.32e-05,0.00261,0.00507,1.32e-05,0.0001,1.36e-11,0.000741
9060,8.905e-08,8.904e-09,1.194e-09,1.16964e-09,2.71441e-09,5.3361e-10,3.42e-05,5.21e-05,2.31e-05,0.0026,0.00506,1.32e-05,0.0001,1.23e-11,0.000741
9070,8.899e-08,8.899e-09,1.193e-09,1.16964e-09,2.71441e-09,5.3361e-10,3.42e-05,5.21e-05,2.31e-05,0.0026,0.00506,1.32e-05,0.0001,1.33e-11,0.00074
9080,8.894e-08,8.893e-09,1.192e-09,1.16964e-09,2.7039999999999998e-09,5.3361e-10,3.42e-05,5.2e-05,2.31e-05,0.0026,0.00506,1.31e-05,0.0001,1.45e-11,0.00074
9090,8.889e-08,8.888e-09,1.191e-09,1.16964e-09,2.7039999999999998e-09,5.3361e-10,3.42e-05,5.2e-05,2.31e-05,0.0026,0.00505,1.31e-05,0.0001,1.33e-11,0.00074
9100,8.883e-08,8.882e-09,1.19e-09,1.16964e-09,2.7039999999999998e-09,5.3361e-10,3.42e-05,5.2e-05,2.31e-05,0.0026,0.00505,1.31e-05,0.0001,1.16e-11,0.00074
9110,8.877e-08,8.877e-09,1.189e-09,1.16964e-09,2.7039999999999998e-09,5.3361e-10,3.42e-05,5.2e-05,2.31e-05,0.00259,0.00505,1.31e-05,0.0001,1.32e-11,0.00074
9120,8.873e-08,8.872e-09,1.188e-09,1.1628100000000002e-09,2.7039999999999998e-09,5.3361e-10,3.41e-05,5.2e-05,2.31e-05,0.00259,0.00504,1.31e-05,0.0001,1.46e-11,0.00074
9130,8.867e-08,8.866e-09,1.187e-09,1.1628100000000002e-09,2.69361e-09,5.3361e-10,3.41e-05,5.19e-05,2.31e-05,0.00259,0.00504,1.31e-05,0.0001,1.55e-11,0.00074
9140,8.862e-08,8.861e-09,1.186e-09,1.1628100000000002e-09,2.69361e-09,5.3361e-10,3.41e-05,5.19e-05,2.31e-05,0.00259,0.00504,1.3e-05,0.0001,1.46e-11,0.00074
9150,8.856e-08,8.855e-09,1.185e-09,1.1628100000000002e-09,2.69361e-09,5.3361e-10,3.41e-05,5.19e-05,2.31e-05,0.00259,0.00503,1.3e-05,0.0001,1.37e-11,0.000739
9160,8.85e-08,8.85e-09,1.184e-09,1.1628100000000002e-09,2.69361e-09,5.29e-10,3.41e-05,5.19e-05,2.3e-05,0.00258,0.00503,1.3e-05,0.0001,1.3e-11,0.000739
9170,8.845e-08,8.845e-09,1.183e-09,1.1628100000000002e-09,2.69361e-09,5.29e-10,3.41e-05,5.19e-05,2.3e-05,0.00258,0.00503,1.3e-05,0.0001,1.54e-11,0.000739
9180,8.839e-08,8.839e-09,1.182e-09,1.1628100000000002e-09,2.68324e-09,5.29e-10,3.41e-05,5.18e-05,2.3e-05,0.00258,0.00502,1.3e-05,0.0001,1.28e-11,0.000739
9190,8.835e-08,8.834e-09,1.181e-09,1.156e-09,2.68324e-09,5.29e-10,3.4e-05,5.18e-05,2.3e-05,0.00258,0.00502,1.29e-05,0.0001,1.19e-11,0.000739
9200,8.829e-08,8.829e-09,1.181e-09,1.156e-09,2.68324e-09,5.29e-10,3.4e-05,5.18e-05,2.3e-05,0.00257,0.00502,1.29e-05,0.0001,1.16e-11,0.000739
9210,8.824e-08,8.823e-09,1.18e-09,1.156e-09,2.68324e-09,5.29e-10,3.4e-05,5.18e-05,2.3e-05,0.00257,0.00502,1.29e-05,0.0001,1.76e-11,0.000739
9220,8.819e-08,8.818e-09,1.179e-09,1.156e-09,2.68324e-09,5.29e-10,3.4e-05,5.18e-05,2.3e-05,0.00257,0.00501,1.29e-05,0.0001,1.24e-11,0.000738
9230,8.813e-08,8.812e-09,1.178e-09,1.156e-09,2.6728900000000003e-09,5.29e-10,3.4e-05,5.17e-05,2.3e-05,0.00257,0.00501,1.29e-05,0.0001,1.29e-11,0.000738
9240,8.807e-08,8.807e-09,1.177e-09,1.156e-09,2.6728900000000003e-09,5.29e-10,3.4e-05,5.17e-05,2.3e-05,0.00257,0.00501,1.28e-05,0.0001,1.12e-11,0.000738
9250,8.802e-08,8.802e-09,1.176e-09,1.156e-09,2.6728900000000003e-09,5.244100000000001e-10,3.4e-05,5.17e-05,2.29e-05,0.00256,0.005,1.28e-05,0.0001,1.31e-11,0.000738
9260,8.797e-08,8.797e-09,1.175e-09,1.156e-09,2.6728900000000003e-09,5.244100000000001e-10,3.4e-05,5.17e-05,2.29e-05,0.00256,0.005,1.28e-05,0.0001,1.36e-11,0.000738
9270,8.792e-08,8.791e-09,1.174e-09,1.1492099999999998e-09,2.6728900000000003e-09,5.244100000000001e-10,3.39e-05,5.17e-05,2.29e-05,0.00256,0.005,1.28e-05,0.0001,1.57e-11,0.000738
9280,8.787e-08,8.786e-09,1.173e-09,1.1492099999999998e-09,2.66256e-09,5.244100000000001e-10,3.39e-05,5.16e-05,2.29e-05,0.00256,0.00499,1.28e-05,0.0001,1.4e-11,0.000738
9290,8.781e-08,8.781e-09,1.172e-09,1.1492099999999998e-09,2.66256e-09,5.244100000000001e-10,3.39e-05,5.16e-05,2.29e-05,0.00256,0.00499,1.28e-05,0.0001,1.34e-11,0.000738
9300,8.776e-08,8.775e-09,1.172e-09,1.1492099999999998e-09,2.66256e-09,5.244100000000001e-10,3.39e-05,5.16e-05,2.29e-05,0.00255,0.00499,1.27e-05,0.0001,1.27e-11,0.000737
9310,8.771e-08,8.77e-09,1.17e-09,1.1492099999999998e-09,2.66256e-09,5.244100000000001e-10,3.39e-05,5.16e-05,2.29e-05,0.00255,0.00498,1.27e-05,0.0001,1.56e-11,0.000737
9320,8.765e-08,8.765e-09,1.17e-09,1.1492099999999998e-09,2.66256e-09,5.244100000000001e-10,3.39e-05,5.16e-05,2.29e-05,0.00255,0.00498,1.27e-05,0.0001,1.09e-11,0.000737
9330,8.76e-08,8.76e-09,1.169e-09,1.1492099999999998e-09,2.65225e-09,5.244100000000001e-10,3.39e-05,5.15e-05,2.29e-05,0.00255,0.00498,1.27e-05,0.0001,1.52e-11,0.000737
9340,8.755e-08,8.754e-09,1.168e-09,1.1492099999999998e-09,2.65225e-09,5.244100000000001e-10,3.39e-05,5.15e-05,2.29e-05,0.00255,0.00497,1.27e-05,0.0001,1.1e-11,0.000737
9350,8.75e-08,8.749e-09,1.167e-09,1.14244e-09,2.65225e-09,5.198399999999999e-10,3.38e-05,5.15e-05,2.28e-05,0.00254,0.00497,1.26e-05,0.0001,1.77e-11,0.000737
9360,8.744e-08,8.744e-09,1.166e-09,1.14244e-09,2.65225e-09,5.198399999999999e-10,3.38e-05,5.15e-05,2.28e-05,0.00254,0.00497,1.26e-05,0.0001,1.23e-11,0.000737
9370,8.739e-08,8.739e-09,1.165e-09,1.14244e-09,2.65225e-09,5.198399999999999e-10,3.38e-05,5.15e-05,2.28e-05,0.00254,0.00496,1.26e-05,0.0001,1.51e-11,0.000737
9380,8.734e-08,8.734e-09,1.164e-09,1.14244e-09,2.6419600000000003e-09,5.198399999999999e-10,3.38e-05,5.14e-05,2.28e-05,0.00254,0.00496,1.26e-05,0.0001,1.31e-11,0.000736
9390,8.729e-08,8.728e-09,1.163e-09,1.14244e-09,2.6419600000000003e-09,5.198399999999999e-10,3.38e-05,5.14e-05,2.28e-05,0.00253,0.00496,1.26e-05,0.0001,1.19e-11,0.000736
9400,8.723e-08,8.723e-09,1.162e-09,1.14244e-09,2.6419600000000003e-09,5.198399999999999e-10,3.38e-05,5.14e-05,2.28e-05,0.00253,0.00496,1.26e-05,0.0001,1.27e-11,0.000736
9410,8.718e-08,8.718e-09,1.162e-09,1.14244e-09,2.6419600000000003e-09,5.198399999999999e-10,3.38e-05,5.14e-05,2.28e-05,0.00253,0.00495,1.25e-05,0.0001,1.41e-11,0.000736
9420,8.713e-08,8.713e-09,1.161e-09,1.14244e-09,2.6419600000000003e-09,5.198399999999999e-10,3.38e-05,5.14e-05,2.28e-05,0.00253,0.00495,1.25e-05,0.0001,1.37e-11,0.000736
9430,8.708e-08,8.708e-09,1.16e-09,1.13569e-09,2.63169e-09,5.198399999999999e-10,3.37e-05,5.13e-05,2.28e-05,0.00253,0.00495,1.25e-05,0.0001,1.33e-11,0.000736
9440,8.703e-08,8.703e-09,1.159e-09,1.13569e-09,2.63169e-09,5.198399999999999e-10,3.37e-05,5.13e-05,2.28e-05,0.00253,0.00494,1.25e-05,0.0001,1.26e-11,0.000736
9450,8.698e-08,8.698e-09,1.158e-09,1.13569e-09,2.63169e-09,5.198399999999999e-10,3.37e-05,5.13e-05,2.28e-05,0.00252,0.00494,1.25e-05,0.0001,9.8e-12,0.000736
9460,8.693e-08,8.692e-09,1.157e-09,1.13569e-09,2.63169e-09,5.1529e-10,3.37e-05,5.13e-05,2.27e-05,0.00252,0.00494,1.24e-05,0.0001,1.35e-11,0.000735
9470,8.688e-08,8.687e-09,1.156e-09,1.13569e-09,2.63169e-09,5.1529e-10,3.37e-05,5.13e-05,2.27e-05,0.00252,0.00493,1.24e-05,0.0001,1.27e-11,0.000735
9480,8.683e-08,8.682e-09,1.156e-09,1.13569e-09,2.6214399999999996e-09,5.1529e-10,3.37e-05,5.12e-05,2.27e-05,0.00252,0.00493,1.24e-05,0.0001,1.23e-11,0.000735
9490,8.677e-08,8.677e-09,1.155e-09,1.13569e-09,2.6214399999999996e-09,5.1529e-10,3.37e-05,5.12e-05,2.27e-05,0.00252,0.00493,1.24e-05,0.0001,1.56e-11,0.000735
9500,8.672e-08,8.672e-09,1.154e-09,1.13569e-09,2.6214399999999996e-09,5.1529e-10,3.37e-05,5.12e-05,2.27e-05,0.00251,0.00492,1.24e-05,0.0001,1.61e-11,0.000735
9510,8.667e-08,8.667e-09,1.153e-09,1.1289599999999998e-09,2.6214399999999996e-09,5.1529e-10,3.36e-05,5.12e-05,2.27e-05,0.00251,0.00492,1.24e-05,0.0001,1.55e-11,0.000735
9520,8.662e-08,8.662e-09,1.152e-09,1.1289599999999998e-09,2.6214399999999996e-09,5.1529e-10,3.36e-05,5.12e-05,2.27e-05,0.00251,0.00492,1.23e-05,0.0001,1.43e-11,0.000735
9530,8.657e-08,8.657e-09,1.151e-09,1.1289599999999998e-09,2.61121e-09,5.1529e-10,3.36e-05,5.11e-05,2.27e-05,0.00251,0.00492,1.23e-05,0.0001,1.24e-11,0.000735
9540,8.652e-08,8.652e-09,1.15e-09,1.1289599999999998e-09,2.61121e-09,5.1076e-10,3.36e-05,5.11e-05,2.26e-05,0.00251,0.00491,1.23e-05,0.0001,2.11e-11,0.000734
9550,8.647e-08,8.647e-09,1.149e-09,1.1289599999999998e-09,2.61121e-09,5.1076e-10,3.36e-05,5.11e-05,2.26e-05,0.0025,0.00491,1.23e-05,0.0001,1.21e-11,0.000734
9560,8.642e-08,8.642e-09,1.149e-09,1.1289599999999998e-09,2.61121e-09,5.1076e-10,3.36e-05,5.11e-05,2.26e-05,0.0025,0.00491,1.23e-05,0.0001,1.47e-11,0.000734
9570,8.637e-08,8.637e-09,1.148e-09,1.1289599999999998e-09,2.61121e-09,5.1076e-10,3.36e-05,5.11e-05,2.26e-05,0.0025,0.0049,1.23e-05,0.0001,1.77e-11,0.000734
9580,8.632e-08,8.632e-09,1.147e-09,1.1289599999999998e-09,2.601e-09,5.1076e-10,3.36e-05,5.1e-05,2.26e-05,0.0025,0.0049,1.22e-05,0.0001,1.58e-11,0.000734
9590,8.627e-08,8.627e-09,1.146e-09,1.1222500000000001e-09,2.601e-09,5.1076e-10,3.35e-05,5.1e-05,2.26e-05,0.0025,0.0049,1.22e-05,0.0001,1.7e-11,0.000734
9600,8.622e-08,8.622e-09,1.145e-09,1.1222500000000001e-09,2.601e-09,5.1076e-10,3.35e-05,5.1e-05,2.26e-05,0.00249,0.00489,1.22e-05,0.0001,1.57e-11,0.000734
9610,8.617e-08,8.616e-09,1.144e-09,1.1222500000000001e-09,2.601e-09,5.1076e-10,3.35e-05,5.1e-05,2.26e-05,0.00249,0.00489,1.22e-05,0.0001,1.91e-11,0.000734
9620,8.612e-08,8.611e-09,1.144e-09,1.1222500000000001e-09,2.601e-09,5.1076e-10,3.35e-05,5.1e-05,2.26e-05,0.00249,0.00489,1.22e-05,0.0001,1.68e-11,0.000733
9630,8.607e-08,8.606e-09,1.143e-09,1.1222500000000001e-09,2.601e-09,5.1076e-10,3.35e-05,5.1e-05,2.26e-05,0.00249,0.00489,1.22e-05,0.0001,1.43e-11,0.000733
9640,8.602e-08,8.601e-09,1.142e-09,1.1222500000000001e-09,2.5908099999999997e-09,5.062500000000001e-10,3.35e-05,5.09e-05,2.25e-05,0.00249,0.00488,1.21e-05,0.0001,1.63e-11,0.000733
9650,8.597e-08,8.597e-09,1.141e-09,1.1222500000000001e-09,2.5908099999999997e-09,5.062500000000001e-10,3.35e-05,5.09e-05,2.25e-05,0.00248,0.00488,1.21e-05,0.0001,1.38e-11,0.000733
9660,8.592e-08,8.592e-09,1.14e-09,1.1222500000000001e-09,2.5908099999999997e-09,5.062500000000001e-10,3.35e-05,5.09e-05,2.25e-05,0.00248,0.00488,1.21e-05,0.0001,1.98e-11,0.000733
9670,8.587e-08,8.587e-09,1.139e-09,1.1222500000000001e-09,2.5908099999999997e-09,5.062500000000001e-10,3.35e-05,5.09e-05,2.25e-05,0.00248,0.00487,1.21e-05,0.0001,1.58e-11,0.000733
9680,8.583e-08,8.582e-09,1.139e-09,1.1155599999999998e-09,2.5908099999999997e-09,5.062500000000001e-10,3.34e-05,5.09e-05,2.25e-05,0.00248,0.00487,1.21e-05,0.0001,1.72e-11,0.000733
9690,8.577e-08,8.577e-09,1.138e-09,1.1155599999999998e-09,2.5806400000000003e-09,5.062500000000001e-10,3.34e-05,5.08e-05,2.25e-05,0.00248,0.00487,1.21e-05,0.0001,1.23e-11,0.000733
9700,8.572e-08,8.572e-09,1.137e-09,1.1155599999999998e-09,2.5806400000000003e-09,5.062500000000001e-10,3.34e-05,5.08e-05,2.25e-05,0.00247,0.00486,1.2e-05,0.0001,1.32e-11,0.000732
9710,8.567e-08,8.567e-09,1.136e-09,1.1155599999999998e-09,2.5806400000000003e-09,5.062500000000001e-10,3.34e-05,5.08e-05,2.25e-05,0.00247,0.00486,1.2e-05,0.0001,1.86e-11,0.000732
9720,8.562e-08,8.562e-09,1.135e-09,1.1155599999999998e-09,2.5806400000000003e-09,5.062500000000001e-10,3.34e-05,5.08e-05,2.25e-05,0.00247,0.00486,1.2e-05,0.0001,1.5e-11,0.000732
9730,8.557e-08,8.557e-09,1.135e-09,1.1155599999999998e-09,2.5806400000000003e-09,5.062500000000001e-10,3.34e-05,5.08e-05,2.25e-05,0.00247,0.00486,1.2e-05,0.0001,1.5e-11,0.000732
9740,8.553e-08,8.552e-09,1.134e-09,1.1155599999999998e-09,2.57049e-09,5.062500000000001e-10,3.34e-05,5.07e-05,2.25e-05,0.00247,0.00485,1.2e-05,0.0001,1.53e-11,0.000732
9750,8.547e-08,8.547e-09,1.133e-09,1.1155599999999998e-09,2.57049e-09,5.017599999999999e-10,3.34e-05,5.07e-05,2.24e-05,0.00247,0.00485,1.2e-05,0.0001,2.07e-11,0.000732
9760,8.543e-08,8.542e-09,1.132e-09,1.1088900000000003e-09,2.57049e-09,5.062500000000001e-10,3.33e-05,5.07e-05,2.25e-05,0.00246,0.00485,1.19e-05,0.0001,1.25e-11,0.000732
9770,8.538e-08,8.537e-09,1.131e-09,1.1088900000000003e-09,2.57049e-09,5.062500000000001e-10,3.33e-05,5.07e-05,2.25e-05,0.00246,0.00484,1.19e-05,0.0001,1.55e-11,0.000732
9780,8.533e-08,8.533e-09,1.13e-09,1.1088900000000003e-09,2.57049e-09,5.017599999999999e-10,3.33e-05,5.07e-05,2.24e-05,0.00246,0.00484,1.19e-05,0.0001,1.44e-11,0.000731
9790,8.528e-08,8.528e-09,1.13e-09,1.1088900000000003e-09,2.57049e-09,5.017599999999999e-10,3.33e-05,5.07e-05,2.24e-05,0.00246,0.00484,1.19e-05,0.0001,1.69e-11,0.000731
9800,8.524e-08,8.523e-09,1.129e-09,1.1088900000000003e-09,2.5603599999999996e-09,5.017599999999999e-10,3.33e-05,5.06e-05,2.24e-05,0.00246,0.00484,1.19e-05,0.0001,1.53e-11,0.000731
9810,8.519e-08,8.518e-09,1.128e-09,1.1088900000000003e-09,2.5603599999999996e-09,5.017599999999999e-10,3.33e-05,5.06e-05,2.24e-05,0.00245,0.00483,1.19e-05,0.0001,1.66e-11,0.000731
9820,8.514e-08,8.513e-09,1.127e-09,1.1088900000000003e-09,2.5603599999999996e-09,5.017599999999999e-10,3.33e-05,5.06e-05,2.24e-05,0.00245,0.00483,1.18e-05,0.0001,1.68e-11,0.000731
9830,8.509e-08,8.509e-09,1.126e-09,1.1088900000000003e-09,2.5603599999999996e-09,5.017599999999999e-10,3.33e-05,5.06e-05,2.24e-05,0.00245,0.00483,1.18e-05,0.0001,1.69e-11,0.000731
9840,8.504e-08,8.504e-09,1.125e-09,1.1022400000000001e-09,2.5603599999999996e-09,5.017599999999999e-10,3.32e-05,5.06e-05,2.24e-05,0.00245,0.00482,1.18e-05,0.0001,1.83e-11,0.000731
9850,8.499e-08,8.499e-09,1.125e-09,1.1022400000000001e-09,2.55025e-09,5.017599999999999e-10,3.32e-05,5.05e-05,2.24e-05,0.00245,0.00482,1.18e-05,0.0001,1.41e-11,0.000731
9860,8.495e-08,8.494e-09,1.124e-09,1.1022400000000001e-09,2.55025e-09,4.9729e-10,3.32e-05,5.05e-05,2.23e-05,0.00245,0.00482,1.18e-05,0.0001,1.54e-11,0.00073
9870,8.49e-08,8.489e-09,1.123e-09,1.1022400000000001e-09,2.55025e-09,4.9729e-10,3.32e-05,5.05e-05,2.23e-05,0.00244,0.00482,1.18e-05,0.0001,1.46e-11,0.00073
9880,8.485e-08,8.485e-09,1.122e-09,1.1022400000000001e-09,2.55025e-09,4.9729e-10,3.32e-05,5.05e-05,2.23e-05,0.00244,0.00481,1.17e-05,0.0001,1.64e-11,0.00073
9890,8.48e-08,8.48e-09,1.122e-09,1.1022400000000001e-09,2.55025e-09,4.9729e-10,3.32e-05,5.05e-05,2.23e-05,0.00244,0.00481,1.17e-05,0.0001,1.42e-11,0.00073
9900,8.476e-08,8.475e-09,1.121e-09,1.1022400000000001e-09,2.55025e-09,4.9729e-10,3.32e-05,5.05e-05,2.23e-05,0.00244,0.00481,1.17e-05,0.0001,1.8e-11,0.00073
9910,8.471e-08,8.47e-09,1.12e-09,1.1022400000000001e-09,2.54016e-09,4.9729e-10,3.32e-05,5.04e-05,2.23e-05,0.00244,0.0048,1.17e-05,0.0001,1.7e-11,0.00073
9920,8.466e-08,8.466e-09,1.119e-09,1.1022400000000001e-09,2.54016e-09,4.9729e-10,3.32e-05,5.04e-05,2.23e-05,0.00243,0.0048,1.17e-05,0.0001,2.34e-11,0.00073
9930,8.461e-08,8.461e-09,1.118e-09,1.09561e-09,2.54016e-09,4.9729e-10,3.31e-05,5.04e-05,2.23e-05,0.00243,0.0048,1.17e-05,0.0001,2.29e-11,0.00073
9940,8.457e-08,8.456e-09,1.118e-09,1.09561e-09,2.54016e-09,4.9729e-10,3.31e-05,5.04e-05,2.23e-05,0.00243,0.0048,1.17e-05,0.0001,2.19e-11,0.00073
9950,8.452e-08,8.451e-09,1.117e-09,1.09561e-09,2.54016e-09,4.9729e-10,3.31e-05,5.04e-05,2.23e-05,0.00243,0.00479,1.16e-05,0.0001,1.63e-11,0.000729
9960,8.447e-08,8.447e-09,1.116e-09,1.09561e-09,2.5300900000000003e-09,4.9729e-10,3.31e-05,5.03e-05,2.23e-05,0.00243,0.00479,1.16e-05,0.0001,1.9e-11,0.000729
9970,8.442e-08,8.442e-09,1.115e-09,1.09561e-09,2.5300900000000003e-09,4.9284e-10,3.31e-05,5.03e-05,2.22e-05,0.00243,0.00479,1.16e-05,0.0001,1.19e-11,0.000729
9980,8.437e-08,8.437e-09,1.115e-09,1.09561e-09,2.5300900000000003e-09,4.9284e-10,3.31e-05,5.03e-05,2.22e-05,0.00242,0.00478,1.16e-05,0.0001,1.47e-11,0.000729
9990,8.433e-08,8.433e-09,1.114e-09,1.09561e-09,2.5300900000000003e-09,4.9284e-10,3.31e-05,5.03e-05,2.22e-05,0.00242,0.00478,1.16e-05,0.0001,1.29e-11,0.000729
10000,8.428e-08,8.428e-09,1.113e-09,1.09561e-09,2.5300900000000003e-09,4.9284e-10,3.31e-05,5.03e-05,2.22e-05,0.00242,0.00478,1.16e-05,0.0001,1.99e-11,0.000729
