Loaded Allen-Cahn reference from allen_cahn_python.mat
Allen-Cahn data: t (201,), x (513,), usol (201, 513)
Domain: x in [-1.0, 1.0], t in [0.0, 1.0]
PDE: u_t - 0.001 u_xx + 5 u^3 - 5 u = 0
Constraint dimension M_CON = 1300
Fixed damping lambda = 1.0e-04
Jitter: kind=gaussian, sigma_x=0.0e+00, sigma_t=0.0e+00
Constraint blocks: PDE=900, BCv=100, BCd=100, IC=200
  iter |        obj |     pdeMSE |       feas |       PDE |       BCv |       BCd |        IC |      stat |     alpha |   stepInf |      lam |       kkt |     relL2 |       tau
  5520 |  3.748e-04 |  3.748e-05 |  4.541e-08 |  1.90e-04 |  1.47e-04 |  5.04e-05 |  3.47e-04 |  3.83e-02 |  7.05e-04 |  2.70e-05 |  1.0e-04 |  2.06e-10 |  1.13e-02 |  3.64e-02
  5530 |  3.748e-04 |  3.748e-05 |  4.536e-08 |  1.90e-04 |  1.47e-04 |  5.03e-05 |  3.47e-04 |  3.83e-02 |  7.04e-04 |  2.69e-05 |  1.0e-04 |  2.60e-10 |  1.13e-02 |  3.64e-02
  5540 |  3.749e-04 |  3.749e-05 |  4.532e-08 |  1.90e-04 |  1.47e-04 |  5.03e-05 |  3.46e-04 |  3.82e-02 |  7.03e-04 |  2.69e-05 |  1.0e-04 |  2.24e-10 |  1.13e-02 |  3.64e-02
  5550 |  3.749e-04 |  3.749e-05 |  4.527e-08 |  1.90e-04 |  1.47e-04 |  5.03e-05 |  3.46e-04 |  3.82e-02 |  7.03e-04 |  2.69e-05 |  1.0e-04 |  2.45e-10 |  1.13e-02 |  3.64e-02
  5560 |  3.749e-04 |  3.749e-05 |  4.523e-08 |  1.90e-04 |  1.47e-04 |  5.02e-05 |  3.46e-04 |  3.82e-02 |  7.02e-04 |  2.68e-05 |  1.0e-04 |  1.96e-10 |  1.13e-02 |  3.64e-02
  5570 |  3.750e-04 |  3.750e-05 |  4.519e-08 |  1.90e-04 |  1.46e-04 |  5.02e-05 |  3.46e-04 |  3.82e-02 |  7.01e-04 |  2.68e-05 |  1.0e-04 |  2.20e-10 |  1.13e-02 |  3.64e-02
  5580 |  3.750e-04 |  3.750e-05 |  4.514e-08 |  1.90e-04 |  1.46e-04 |  5.02e-05 |  3.46e-04 |  3.82e-02 |  7.00e-04 |  2.67e-05 |  1.0e-04 |  2.55e-10 |  1.13e-02 |  3.64e-02
  5590 |  3.750e-04 |  3.750e-05 |  4.510e-08 |  1.90e-04 |  1.46e-04 |  5.01e-05 |  3.45e-04 |  3.82e-02 |  7.00e-04 |  2.67e-05 |  1.0e-04 |  1.69e-10 |  1.12e-02 |  3.64e-02
  5600 |  3.751e-04 |  3.751e-05 |  4.506e-08 |  1.90e-04 |  1.46e-04 |  5.01e-05 |  3.45e-04 |  3.82e-02 |  6.99e-04 |  2.67e-05 |  1.0e-04 |  2.49e-10 |  1.12e-02 |  3.64e-02
  5610 |  3.751e-04 |  3.751e-05 |  4.501e-08 |  1.90e-04 |  1.46e-04 |  5.01e-05 |  3.45e-04 |  3.81e-02 |  6.98e-04 |  2.66e-05 |  1.0e-04 |  2.15e-10 |  1.12e-02 |  3.64e-02
  5620 |  3.751e-04 |  3.751e-05 |  4.497e-08 |  1.89e-04 |  1.46e-04 |  5.00e-05 |  3.45e-04 |  3.81e-02 |  6.98e-04 |  2.66e-05 |  1.0e-04 |  2.40e-10 |  1.12e-02 |  3.64e-02
  5630 |  3.752e-04 |  3.752e-05 |  4.493e-08 |  1.89e-04 |  1.46e-04 |  5.00e-05 |  3.45e-04 |  3.81e-02 |  6.97e-04 |  2.66e-05 |  1.0e-04 |  2.70e-10 |  1.12e-02 |  3.64e-02
  5640 |  3.752e-04 |  3.752e-05 |  4.488e-08 |  1.89e-04 |  1.46e-04 |  5.00e-05 |  3.44e-04 |  3.81e-02 |  6.96e-04 |  2.65e-05 |  1.0e-04 |  2.63e-10 |  1.12e-02 |  3.64e-02
  5650 |  3.752e-04 |  3.752e-05 |  4.484e-08 |  1.89e-04 |  1.46e-04 |  4.99e-05 |  3.44e-04 |  3.81e-02 |  6.95e-04 |  2.65e-05 |  1.0e-04 |  1.95e-10 |  1.12e-02 |  3.64e-02
  5660 |  3.753e-04 |  3.753e-05 |  4.480e-08 |  1.89e-04 |  1.45e-04 |  4.99e-05 |  3.44e-04 |  3.81e-02 |  6.95e-04 |  2.64e-05 |  1.0e-04 |  2.54e-10 |  1.12e-02 |  3.64e-02
  5670 |  3.753e-04 |  3.753e-05 |  4.475e-08 |  1.89e-04 |  1.45e-04 |  4.99e-05 |  3.44e-04 |  3.80e-02 |  6.94e-04 |  2.64e-05 |  1.0e-04 |  2.54e-10 |  1.12e-02 |  3.64e-02
  5680 |  3.753e-04 |  3.754e-05 |  4.471e-08 |  1.89e-04 |  1.45e-04 |  4.98e-05 |  3.43e-04 |  3.80e-02 |  6.93e-04 |  2.64e-05 |  1.0e-04 |  2.35e-10 |  1.12e-02 |  3.64e-02
  5690 |  3.754e-04 |  3.754e-05 |  4.467e-08 |  1.89e-04 |  1.45e-04 |  4.98e-05 |  3.43e-04 |  3.80e-02 |  6.93e-04 |  2.63e-05 |  1.0e-04 |  2.17e-10 |  1.12e-02 |  3.64e-02
  5700 |  3.754e-04 |  3.754e-05 |  4.463e-08 |  1.89e-04 |  1.45e-04 |  4.98e-05 |  3.43e-04 |  3.80e-02 |  6.92e-04 |  2.63e-05 |  1.0e-04 |  2.07e-10 |  1.11e-02 |  3.64e-02
  5710 |  3.755e-04 |  3.755e-05 |  4.458e-08 |  1.89e-04 |  1.45e-04 |  4.97e-05 |  3.43e-04 |  3.80e-02 |  6.91e-04 |  2.62e-05 |  1.0e-04 |  2.01e-10 |  1.11e-02 |  3.64e-02
  5720 |  3.755e-04 |  3.755e-05 |  4.454e-08 |  1.89e-04 |  1.45e-04 |  4.97e-05 |  3.43e-04 |  3.80e-02 |  6.90e-04 |  2.62e-05 |  1.0e-04 |  2.02e-10 |  1.11e-02 |  3.64e-02
  5730 |  3.755e-04 |  3.755e-05 |  4.450e-08 |  1.89e-04 |  1.45e-04 |  4.97e-05 |  3.42e-04 |  3.79e-02 |  6.90e-04 |  2.62e-05 |  1.0e-04 |  2.39e-10 |  1.11e-02 |  3.64e-02
  5740 |  3.756e-04 |  3.756e-05 |  4.446e-08 |  1.89e-04 |  1.45e-04 |  4.96e-05 |  3.42e-04 |  3.79e-02 |  6.89e-04 |  2.61e-05 |  1.0e-04 |  2.20e-10 |  1.11e-02 |  3.64e-02
  5750 |  3.756e-04 |  3.756e-05 |  4.442e-08 |  1.89e-04 |  1.44e-04 |  4.96e-05 |  3.42e-04 |  3.79e-02 |  6.88e-04 |  2.61e-05 |  1.0e-04 |  2.07e-10 |  1.11e-02 |  3.64e-02
  5760 |  3.756e-04 |  3.756e-05 |  4.437e-08 |  1.89e-04 |  1.44e-04 |  4.96e-05 |  3.42e-04 |  3.79e-02 |  6.88e-04 |  2.61e-05 |  1.0e-04 |  1.98e-10 |  1.11e-02 |  3.64e-02
  5770 |  3.757e-04 |  3.757e-05 |  4.433e-08 |  1.88e-04 |  1.44e-04 |  4.95e-05 |  3.42e-04 |  3.79e-02 |  6.87e-04 |  2.60e-05 |  1.0e-04 |  2.24e-10 |  1.11e-02 |  3.64e-02
  5780 |  3.757e-04 |  3.757e-05 |  4.429e-08 |  1.88e-04 |  1.44e-04 |  4.95e-05 |  3.41e-04 |  3.79e-02 |  6.86e-04 |  2.60e-05 |  1.0e-04 |  1.70e-10 |  1.11e-02 |  3.64e-02
  5790 |  3.757e-04 |  3.758e-05 |  4.425e-08 |  1.88e-04 |  1.44e-04 |  4.95e-05 |  3.41e-04 |  3.78e-02 |  6.86e-04 |  2.59e-05 |  1.0e-04 |  2.12e-10 |  1.11e-02 |  3.64e-02
  5800 |  3.758e-04 |  3.758e-05 |  4.421e-08 |  1.88e-04 |  1.44e-04 |  4.94e-05 |  3.41e-04 |  3.78e-02 |  6.85e-04 |  2.59e-05 |  1.0e-04 |  2.09e-10 |  1.11e-02 |  3.64e-02
  5810 |  3.758e-04 |  3.758e-05 |  4.417e-08 |  1.88e-04 |  1.44e-04 |  4.94e-05 |  3.41e-04 |  3.78e-02 |  6.84e-04 |  2.59e-05 |  1.0e-04 |  2.50e-10 |  1.10e-02 |  3.64e-02
  5820 |  3.759e-04 |  3.759e-05 |  4.413e-08 |  1.88e-04 |  1.44e-04 |  4.94e-05 |  3.41e-04 |  3.78e-02 |  6.84e-04 |  2.58e-05 |  1.0e-04 |  2.16e-10 |  1.10e-02 |  3.64e-02
  5830 |  3.759e-04 |  3.759e-05 |  4.408e-08 |  1.88e-04 |  1.44e-04 |  4.93e-05 |  3.40e-04 |  3.78e-02 |  6.83e-04 |  2.58e-05 |  1.0e-04 |  2.25e-10 |  1.10e-02 |  3.64e-02
  5840 |  3.759e-04 |  3.759e-05 |  4.404e-08 |  1.88e-04 |  1.43e-04 |  4.93e-05 |  3.40e-04 |  3.78e-02 |  6.82e-04 |  2.58e-05 |  1.0e-04 |  1.90e-10 |  1.10e-02 |  3.64e-02
  5850 |  3.760e-04 |  3.760e-05 |  4.400e-08 |  1.88e-04 |  1.43e-04 |  4.93e-05 |  3.40e-04 |  3.78e-02 |  6.81e-04 |  2.57e-05 |  1.0e-04 |  2.25e-10 |  1.10e-02 |  3.64e-02
  5860 |  3.760e-04 |  3.760e-05 |  4.396e-08 |  1.88e-04 |  1.43e-04 |  4.92e-05 |  3.40e-04 |  3.77e-02 |  6.81e-04 |  2.57e-05 |  1.0e-04 |  2.00e-10 |  1.10e-02 |  3.64e-02
  5870 |  3.761e-04 |  3.761e-05 |  4.392e-08 |  1.88e-04 |  1.43e-04 |  4.92e-05 |  3.40e-04 |  3.77e-02 |  6.80e-04 |  2.57e-05 |  1.0e-04 |  2.36e-10 |  1.10e-02 |  3.64e-02
  5880 |  3.761e-04 |  3.761e-05 |  4.388e-08 |  1.88e-04 |  1.43e-04 |  4.92e-05 |  3.39e-04 |  3.77e-02 |  6.79e-04 |  2.56e-05 |  1.0e-04 |  2.51e-10 |  1.10e-02 |  3.64e-02
  5890 |  3.761e-04 |  3.761e-05 |  4.384e-08 |  1.88e-04 |  1.43e-04 |  4.91e-05 |  3.39e-04 |  3.77e-02 |  6.79e-04 |  2.56e-05 |  1.0e-04 |  2.16e-10 |  1.10e-02 |  3.64e-02
  5900 |  3.762e-04 |  3.762e-05 |  4.380e-08 |  1.88e-04 |  1.43e-04 |  4.91e-05 |  3.39e-04 |  3.77e-02 |  6.78e-04 |  2.56e-05 |  1.0e-04 |  2.58e-10 |  1.10e-02 |  3.64e-02
  5910 |  3.762e-04 |  3.762e-05 |  4.376e-08 |  1.87e-04 |  1.43e-04 |  4.91e-05 |  3.39e-04 |  3.77e-02 |  6.77e-04 |  2.55e-05 |  1.0e-04 |  2.38e-10 |  1.10e-02 |  3.64e-02
  5920 |  3.763e-04 |  3.763e-05 |  4.372e-08 |  1.87e-04 |  1.43e-04 |  4.90e-05 |  3.39e-04 |  3.76e-02 |  6.77e-04 |  2.55e-05 |  1.0e-04 |  2.07e-10 |  1.10e-02 |  3.64e-02
  5930 |  3.763e-04 |  3.763e-05 |  4.368e-08 |  1.87e-04 |  1.43e-04 |  4.90e-05 |  3.39e-04 |  3.76e-02 |  6.76e-04 |  2.54e-05 |  1.0e-04 |  2.34e-10 |  1.09e-02 |  3.64e-02
  5940 |  3.763e-04 |  3.763e-05 |  4.364e-08 |  1.87e-04 |  1.42e-04 |  4.90e-05 |  3.38e-04 |  3.76e-02 |  6.75e-04 |  2.54e-05 |  1.0e-04 |  2.04e-10 |  1.09e-02 |  3.64e-02
  5950 |  3.764e-04 |  3.764e-05 |  4.360e-08 |  1.87e-04 |  1.42e-04 |  4.90e-05 |  3.38e-04 |  3.76e-02 |  6.75e-04 |  2.54e-05 |  1.0e-04 |  2.19e-10 |  1.09e-02 |  3.64e-02
  5960 |  3.764e-04 |  3.764e-05 |  4.356e-08 |  1.87e-04 |  1.42e-04 |  4.89e-05 |  3.38e-04 |  3.76e-02 |  6.74e-04 |  2.53e-05 |  1.0e-04 |  2.45e-10 |  1.09e-02 |  3.64e-02
  5970 |  3.765e-04 |  3.765e-05 |  4.352e-08 |  1.87e-04 |  1.42e-04 |  4.89e-05 |  3.38e-04 |  3.76e-02 |  6.74e-04 |  2.53e-05 |  1.0e-04 |  2.53e-10 |  1.09e-02 |  3.64e-02
  5980 |  3.765e-04 |  3.765e-05 |  4.348e-08 |  1.87e-04 |  1.42e-04 |  4.89e-05 |  3.38e-04 |  3.76e-02 |  6.73e-04 |  2.53e-05 |  1.0e-04 |  2.05e-10 |  1.09e-02 |  3.64e-02
  5990 |  3.765e-04 |  3.765e-05 |  4.344e-08 |  1.87e-04 |  1.42e-04 |  4.88e-05 |  3.37e-04 |  3.75e-02 |  6.72e-04 |  2.52e-05 |  1.0e-04 |  2.20e-10 |  1.09e-02 |  3.64e-02
  6000 |  3.766e-04 |  3.766e-05 |  4.340e-08 |  1.87e-04 |  1.42e-04 |  4.88e-05 |  3.37e-04 |  3.75e-02 |  6.72e-04 |  2.52e-05 |  1.0e-04 |  2.40e-10 |  1.09e-02 |  3.64e-02
  6010 |  3.766e-04 |  3.766e-05 |  4.336e-08 |  1.87e-04 |  1.42e-04 |  4.88e-05 |  3.37e-04 |  3.75e-02 |  6.71e-04 |  2.52e-05 |  1.0e-04 |  2.75e-10 |  1.09e-02 |  3.64e-02
  6020 |  3.767e-04 |  3.767e-05 |  4.332e-08 |  1.87e-04 |  1.42e-04 |  4.87e-05 |  3.37e-04 |  3.75e-02 |  6.70e-04 |  2.51e-05 |  1.0e-04 |  2.61e-10 |  1.09e-02 |  3.64e-02
  6030 |  3.767e-04 |  3.767e-05 |  4.329e-08 |  1.87e-04 |  1.41e-04 |  4.87e-05 |  3.37e-04 |  3.75e-02 |  6.70e-04 |  2.51e-05 |  1.0e-04 |  3.05e-10 |  1.09e-02 |  3.64e-02
  6040 |  3.767e-04 |  3.767e-05 |  4.325e-08 |  1.87e-04 |  1.41e-04 |  4.87e-05 |  3.36e-04 |  3.75e-02 |  6.69e-04 |  2.51e-05 |  1.0e-04 |  2.45e-10 |  1.09e-02 |  3.64e-02
  6050 |  3.768e-04 |  3.768e-05 |  4.321e-08 |  1.87e-04 |  1.41e-04 |  4.86e-05 |  3.36e-04 |  3.74e-02 |  6.68e-04 |  2.50e-05 |  1.0e-04 |  2.32e-10 |  1.08e-02 |  3.64e-02
  6060 |  3.768e-04 |  3.768e-05 |  4.317e-08 |  1.87e-04 |  1.41e-04 |  4.86e-05 |  3.36e-04 |  3.74e-02 |  6.68e-04 |  2.50e-05 |  1.0e-04 |  2.49e-10 |  1.08e-02 |  3.64e-02
  6070 |  3.769e-04 |  3.769e-05 |  4.313e-08 |  1.86e-04 |  1.41e-04 |  4.86e-05 |  3.36e-04 |  3.74e-02 |  6.67e-04 |  2.50e-05 |  1.0e-04 |  2.70e-10 |  1.08e-02 |  3.64e-02
  6080 |  3.769e-04 |  3.769e-05 |  4.309e-08 |  1.86e-04 |  1.41e-04 |  4.86e-05 |  3.36e-04 |  3.74e-02 |  6.66e-04 |  2.49e-05 |  1.0e-04 |  2.66e-10 |  1.08e-02 |  3.64e-02
  6090 |  3.770e-04 |  3.770e-05 |  4.305e-08 |  1.86e-04 |  1.41e-04 |  4.85e-05 |  3.35e-04 |  3.74e-02 |  6.66e-04 |  2.49e-05 |  1.0e-04 |  2.23e-10 |  1.08e-02 |  3.64e-02
  6100 |  3.770e-04 |  3.770e-05 |  4.302e-08 |  1.86e-04 |  1.41e-04 |  4.85e-05 |  3.35e-04 |  3.74e-02 |  6.65e-04 |  2.49e-05 |  1.0e-04 |  2.27e-10 |  1.08e-02 |  3.64e-02
  6110 |  3.770e-04 |  3.770e-05 |  4.298e-08 |  1.86e-04 |  1.41e-04 |  4.85e-05 |  3.35e-04 |  3.74e-02 |  6.65e-04 |  2.48e-05 |  1.0e-04 |  1.85e-10 |  1.08e-02 |  3.64e-02
  6120 |  3.771e-04 |  3.771e-05 |  4.294e-08 |  1.86e-04 |  1.41e-04 |  4.84e-05 |  3.35e-04 |  3.73e-02 |  6.64e-04 |  2.48e-05 |  1.0e-04 |  1.98e-10 |  1.08e-02 |  3.64e-02
  6130 |  3.771e-04 |  3.771e-05 |  4.290e-08 |  1.86e-04 |  1.40e-04 |  4.84e-05 |  3.35e-04 |  3.73e-02 |  6.63e-04 |  2.48e-05 |  1.0e-04 |  2.25e-10 |  1.08e-02 |  3.64e-02
  6140 |  3.772e-04 |  3.772e-05 |  4.286e-08 |  1.86e-04 |  1.40e-04 |  4.84e-05 |  3.35e-04 |  3.73e-02 |  6.63e-04 |  2.47e-05 |  1.0e-04 |  1.96e-10 |  1.08e-02 |  3.64e-02
  6150 |  3.772e-04 |  3.772e-05 |  4.283e-08 |  1.86e-04 |  1.40e-04 |  4.84e-05 |  3.34e-04 |  3.73e-02 |  6.62e-04 |  2.47e-05 |  1.0e-04 |  2.04e-10 |  1.08e-02 |  3.64e-02
  6160 |  3.773e-04 |  3.773e-05 |  4.279e-08 |  1.86e-04 |  1.40e-04 |  4.83e-05 |  3.34e-04 |  3.73e-02 |  6.61e-04 |  2.47e-05 |  1.0e-04 |  1.61e-10 |  1.08e-02 |  3.64e-02
  6170 |  3.773e-04 |  3.773e-05 |  4.275e-08 |  1.86e-04 |  1.40e-04 |  4.83e-05 |  3.34e-04 |  3.73e-02 |  6.61e-04 |  2.46e-05 |  1.0e-04 |  1.75e-10 |  1.07e-02 |  3.64e-02
  6180 |  3.773e-04 |  3.774e-05 |  4.271e-08 |  1.86e-04 |  1.40e-04 |  4.83e-05 |  3.34e-04 |  3.72e-02 |  6.60e-04 |  2.46e-05 |  1.0e-04 |  1.85e-10 |  1.07e-02 |  3.64e-02
  6190 |  3.774e-04 |  3.774e-05 |  4.267e-08 |  1.86e-04 |  1.40e-04 |  4.82e-05 |  3.34e-04 |  3.72e-02 |  6.60e-04 |  2.46e-05 |  1.0e-04 |  2.12e-10 |  1.07e-02 |  3.64e-02
  6200 |  3.774e-04 |  3.774e-05 |  4.264e-08 |  1.86e-04 |  1.40e-04 |  4.82e-05 |  3.33e-04 |  3.72e-02 |  6.59e-04 |  2.45e-05 |  1.0e-04 |  2.14e-10 |  1.07e-02 |  3.64e-02
  6210 |  3.775e-04 |  3.775e-05 |  4.260e-08 |  1.86e-04 |  1.40e-04 |  4.82e-05 |  3.33e-04 |  3.72e-02 |  6.58e-04 |  2.45e-05 |  1.0e-04 |  2.32e-10 |  1.07e-02 |  3.64e-02
  6220 |  3.775e-04 |  3.775e-05 |  4.256e-08 |  1.86e-04 |  1.40e-04 |  4.81e-05 |  3.33e-04 |  3.72e-02 |  6.58e-04 |  2.45e-05 |  1.0e-04 |  2.06e-10 |  1.07e-02 |  3.64e-02
  6230 |  3.776e-04 |  3.776e-05 |  4.253e-08 |  1.85e-04 |  1.39e-04 |  4.81e-05 |  3.33e-04 |  3.72e-02 |  6.57e-04 |  2.44e-05 |  1.0e-04 |  2.23e-10 |  1.07e-02 |  3.64e-02
  6240 |  3.776e-04 |  3.776e-05 |  4.249e-08 |  1.85e-04 |  1.39e-04 |  4.81e-05 |  3.33e-04 |  3.72e-02 |  6.56e-04 |  2.44e-05 |  1.0e-04 |  1.67e-10 |  1.07e-02 |  3.64e-02
  6250 |  3.777e-04 |  3.777e-05 |  4.245e-08 |  1.85e-04 |  1.39e-04 |  4.81e-05 |  3.32e-04 |  3.71e-02 |  6.56e-04 |  2.44e-05 |  1.0e-04 |  2.08e-10 |  1.07e-02 |  3.64e-02
  6260 |  3.777e-04 |  3.777e-05 |  4.241e-08 |  1.85e-04 |  1.39e-04 |  4.80e-05 |  3.32e-04 |  3.71e-02 |  6.55e-04 |  2.43e-05 |  1.0e-04 |  2.45e-10 |  1.07e-02 |  3.64e-02
  6270 |  3.778e-04 |  3.778e-05 |  4.238e-08 |  1.85e-04 |  1.39e-04 |  4.80e-05 |  3.32e-04 |  3.71e-02 |  6.55e-04 |  2.43e-05 |  1.0e-04 |  2.05e-10 |  1.07e-02 |  3.64e-02
  6280 |  3.778e-04 |  3.778e-05 |  4.234e-08 |  1.85e-04 |  1.39e-04 |  4.80e-05 |  3.32e-04 |  3.71e-02 |  6.54e-04 |  2.43e-05 |  1.0e-04 |  1.93e-10 |  1.07e-02 |  3.64e-02
  6290 |  3.778e-04 |  3.779e-05 |  4.230e-08 |  1.85e-04 |  1.39e-04 |  4.79e-05 |  3.32e-04 |  3.71e-02 |  6.53e-04 |  2.42e-05 |  1.0e-04 |  1.84e-10 |  1.07e-02 |  3.64e-02
  6300 |  3.779e-04 |  3.779e-05 |  4.227e-08 |  1.85e-04 |  1.39e-04 |  4.79e-05 |  3.32e-04 |  3.71e-02 |  6.53e-04 |  2.42e-05 |  1.0e-04 |  2.13e-10 |  1.06e-02 |  3.64e-02
  6310 |  3.779e-04 |  3.779e-05 |  4.223e-08 |  1.85e-04 |  1.39e-04 |  4.79e-05 |  3.31e-04 |  3.70e-02 |  6.52e-04 |  2.42e-05 |  1.0e-04 |  1.89e-10 |  1.06e-02 |  3.64e-02
  6320 |  3.780e-04 |  3.780e-05 |  4.220e-08 |  1.85e-04 |  1.39e-04 |  4.79e-05 |  3.31e-04 |  3.70e-02 |  6.52e-04 |  2.41e-05 |  1.0e-04 |  1.98e-10 |  1.06e-02 |  3.64e-02
  6330 |  3.780e-04 |  3.780e-05 |  4.216e-08 |  1.85e-04 |  1.38e-04 |  4.78e-05 |  3.31e-04 |  3.70e-02 |  6.51e-04 |  2.41e-05 |  1.0e-04 |  2.14e-10 |  1.06e-02 |  3.64e-02
  6340 |  3.781e-04 |  3.781e-05 |  4.212e-08 |  1.85e-04 |  1.38e-04 |  4.78e-05 |  3.31e-04 |  3.70e-02 |  6.50e-04 |  2.41e-05 |  1.0e-04 |  2.16e-10 |  1.06e-02 |  3.64e-02
  6350 |  3.781e-04 |  3.781e-05 |  4.209e-08 |  1.85e-04 |  1.38e-04 |  4.78e-05 |  3.31e-04 |  3.70e-02 |  6.50e-04 |  2.40e-05 |  1.0e-04 |  1.77e-10 |  1.06e-02 |  3.64e-02
  6360 |  3.782e-04 |  3.782e-05 |  4.205e-08 |  1.85e-04 |  1.38e-04 |  4.78e-05 |  3.30e-04 |  3.70e-02 |  6.49e-04 |  2.40e-05 |  1.0e-04 |  1.96e-10 |  1.06e-02 |  3.64e-02
  6370 |  3.782e-04 |  3.782e-05 |  4.202e-08 |  1.85e-04 |  1.38e-04 |  4.77e-05 |  3.30e-04 |  3.70e-02 |  6.49e-04 |  2.40e-05 |  1.0e-04 |  1.79e-10 |  1.06e-02 |  3.64e-02
  6380 |  3.783e-04 |  3.783e-05 |  4.198e-08 |  1.85e-04 |  1.38e-04 |  4.77e-05 |  3.30e-04 |  3.69e-02 |  6.48e-04 |  2.39e-05 |  1.0e-04 |  1.86e-10 |  1.06e-02 |  3.64e-02
  6390 |  3.783e-04 |  3.783e-05 |  4.194e-08 |  1.84e-04 |  1.38e-04 |  4.77e-05 |  3.30e-04 |  3.69e-02 |  6.47e-04 |  2.39e-05 |  1.0e-04 |  1.82e-10 |  1.06e-02 |  3.64e-02
  6400 |  3.784e-04 |  3.784e-05 |  4.191e-08 |  1.84e-04 |  1.38e-04 |  4.76e-05 |  3.30e-04 |  3.69e-02 |  6.47e-04 |  2.39e-05 |  1.0e-04 |  1.66e-10 |  1.06e-02 |  3.64e-02
  6410 |  3.784e-04 |  3.784e-05 |  4.187e-08 |  1.84e-04 |  1.38e-04 |  4.76e-05 |  3.30e-04 |  3.69e-02 |  6.46e-04 |  2.38e-05 |  1.0e-04 |  1.75e-10 |  1.06e-02 |  3.64e-02
  6420 |  3.785e-04 |  3.785e-05 |  4.184e-08 |  1.84e-04 |  1.38e-04 |  4.76e-05 |  3.29e-04 |  3.69e-02 |  6.46e-04 |  2.38e-05 |  1.0e-04 |  1.77e-10 |  1.06e-02 |  3.64e-02
  6430 |  3.785e-04 |  3.785e-05 |  4.180e-08 |  1.84e-04 |  1.37e-04 |  4.76e-05 |  3.29e-04 |  3.69e-02 |  6.45e-04 |  2.38e-05 |  1.0e-04 |  1.79e-10 |  1.05e-02 |  3.64e-02
  6440 |  3.786e-04 |  3.786e-05 |  4.177e-08 |  1.84e-04 |  1.37e-04 |  4.75e-05 |  3.29e-04 |  3.69e-02 |  6.44e-04 |  2.38e-05 |  1.0e-04 |  1.79e-10 |  1.05e-02 |  3.64e-02
  6450 |  3.786e-04 |  3.786e-05 |  4.173e-08 |  1.84e-04 |  1.37e-04 |  4.75e-05 |  3.29e-04 |  3.68e-02 |  6.44e-04 |  2.37e-05 |  1.0e-04 |  2.24e-10 |  1.05e-02 |  3.64e-02
  6460 |  3.787e-04 |  3.787e-05 |  4.170e-08 |  1.84e-04 |  1.37e-04 |  4.75e-05 |  3.29e-04 |  3.68e-02 |  6.43e-04 |  2.37e-05 |  1.0e-04 |  1.63e-10 |  1.05e-02 |  3.64e-02
  6470 |  3.787e-04 |  3.787e-05 |  4.166e-08 |  1.84e-04 |  1.37e-04 |  4.75e-05 |  3.29e-04 |  3.68e-02 |  6.43e-04 |  2.37e-05 |  1.0e-04 |  2.69e-10 |  1.05e-02 |  3.64e-02
  6480 |  3.788e-04 |  3.788e-05 |  4.163e-08 |  1.84e-04 |  1.37e-04 |  4.74e-05 |  3.28e-04 |  3.68e-02 |  6.42e-04 |  2.36e-05 |  1.0e-04 |  2.32e-10 |  1.05e-02 |  3.64e-02
  6490 |  3.788e-04 |  3.788e-05 |  4.159e-08 |  1.84e-04 |  1.37e-04 |  4.74e-05 |  3.28e-04 |  3.68e-02 |  6.42e-04 |  2.36e-05 |  1.0e-04 |  2.49e-10 |  1.05e-02 |  3.64e-02
  6500 |  3.788e-04 |  3.789e-05 |  4.156e-08 |  1.84e-04 |  1.37e-04 |  4.74e-05 |  3.28e-04 |  3.68e-02 |  6.41e-04 |  2.36e-05 |  1.0e-04 |  1.83e-10 |  1.05e-02 |  3.64e-02
  6510 |  3.789e-04 |  3.789e-05 |  4.152e-08 |  1.84e-04 |  1.37e-04 |  4.73e-05 |  3.28e-04 |  3.67e-02 |  6.40e-04 |  2.35e-05 |  1.0e-04 |  2.50e-10 |  1.05e-02 |  3.64e-02
  6520 |  3.789e-04 |  3.790e-05 |  4.149e-08 |  1.84e-04 |  1.37e-04 |  4.73e-05 |  3.28e-04 |  3.67e-02 |  6.40e-04 |  2.35e-05 |  1.0e-04 |  1.95e-10 |  1.05e-02 |  3.64e-02
  6530 |  3.790e-04 |  3.790e-05 |  4.145e-08 |  1.84e-04 |  1.36e-04 |  4.73e-05 |  3.27e-04 |  3.67e-02 |  6.39e-04 |  2.35e-05 |  1.0e-04 |  2.20e-10 |  1.05e-02 |  3.64e-02
  6540 |  3.790e-04 |  3.791e-05 |  4.142e-08 |  1.84e-04 |  1.36e-04 |  4.73e-05 |  3.27e-04 |  3.67e-02 |  6.39e-04 |  2.34e-05 |  1.0e-04 |  2.46e-10 |  1.05e-02 |  3.64e-02
  6550 |  3.791e-04 |  3.791e-05 |  4.138e-08 |  1.84e-04 |  1.36e-04 |  4.72e-05 |  3.27e-04 |  3.67e-02 |  6.38e-04 |  2.34e-05 |  1.0e-04 |  2.01e-10 |  1.05e-02 |  3.64e-02
  6560 |  3.791e-04 |  3.792e-05 |  4.135e-08 |  1.83e-04 |  1.36e-04 |  4.72e-05 |  3.27e-04 |  3.67e-02 |  6.38e-04 |  2.34e-05 |  1.0e-04 |  1.93e-10 |  1.04e-02 |  3.64e-02
